act_symbol,date,period,net_income,sales,average_shares,income_from_continuing_operations
ARWR,2017-12-31,Quarter,-13200000,3510000,74830000,-13200000
ARWR,2018-03-31,Quarter,-14880000,650000,84080000,-14880000
ARWR,2018-06-30,Quarter,-15610000,730000,87630000,-15610000
ARWR,2018-09-30,Quarter,-10760000,11260000,89680000,-10760000
ARWR,2018-12-31,Quarter,12040000,34660000,95590000,12040000
ARWR,2019-03-31,Quarter,23900000,48150000,98080000,23900000
ARWR,2019-06-30,Quarter,20340000,42700000,98890000,20340000
ARWR,2019-09-30,Quarter,11700000,43290000,106410000,11700000
ARWR,2019-12-31,Quarter,-2670000,29450000,97090000,-2670000
ARWR,2020-03-31,Quarter,-19840000,23530000,101650000,-19840000
ARWR,2020-06-30,Quarter,-13610000,27380000,101840000,-13610000
ARWR,2020-12-31,Quarter,-20730000,21300000,102760000,-20730000
ARWR,2021-03-31,Quarter,-26820000,32810000,103870000,-26820000
ARWR,2021-06-30,Quarter,-29920000,45890000,104100000,-29920000
ARWR,2021-09-30,Quarter,-63370000,38280000,103750000,-63370000
ARWR,2021-12-31,Quarter,-62870000,27440000,104530000,-62870000
ARWR,2022-03-31,Quarter,44370000,151810000,107930000,44370000
ARWR,2022-06-30,Quarter,-72050000,32410000,105750000,-72050000
ARWR,2022-09-30,Quarter,-82160000,31580000,101430000,-82160000
ARWR,2022-12-31,Quarter,-41330000,62550000,106040000,-41810000
ARWR,2023-03-31,Quarter,48680000,146270000,108140000,47680000
ARWR,2023-06-30,Quarter,-102950000,15830000,107000000,-104130000
ARWR,2023-09-30,Quarter,-109680000,16100000,106880000,-111020000
ARWR,2023-12-31,Quarter,-132860000,3550000,107420000,-135380000
ARWR,2024-03-31,Quarter,-125300000,0,123290000,-127000000
ARWR,2024-06-30,Quarter,-170790000,0,124200000,-173980000
ARWR,2024-09-30,Quarter,-170540000,0,123800000,-173340000
ARWR,2024-12-31,Quarter,-173090000,2500000,124850000,-175220000
ARYA,2019-03-31,Quarter,720000,0,14380000,720000
ARYA,2019-06-30,Quarter,860000,0,14380000,860000
ARYA,2019-09-30,Quarter,620000,0,14380000,620000
AS,2023-12-31,Quarter,-93000000,1315000000,372000000,-93000000
AS,2024-03-31,Quarter,5100000,1182900000,466350000,6900000
AS,2024-06-30,Quarter,-3700000,993800000,505250000,-1800000
AS,2024-09-30,Quarter,55800000,1353800000,507720000,56200000
ASAI,2021-06-30,Quarter,57580000,1897250000,268110000,57580000
ASAI,2021-09-30,Quarter,102970000,2075730000,170880000,102970000
ASAI,2022-09-30,Quarter,53610000,2639150000,269020000,53610000
ASAI,2023-03-31,Quarter,13860000,2905980000,270980000,13860000
ASAI,2023-06-30,Quarter,31510000,3228770000,271560000,31510000
ASAI,2023-09-30,Quarter,37890000,3482010000,270430000,37890000
ASAI,2023-12-31,Quarter,58950000,3703790000,270760000,58950000
ASAI,2024-03-31,Quarter,18780000,3477120000,271000000,18780000
ASAI,2024-06-30,Quarter,23570000,3424080000,273180000,23570000
ASAI,2024-09-30,Quarter,28130000,3346910000,269150000,28130000
ASAN,2021-01-31,Quarter,-61510000,68370000,159270000,-61510000
ASAN,2021-04-30,Quarter,-60660000,76670000,162080000,-60660000
ASAN,2021-07-31,Quarter,-68360000,89480000,170600000,-68360000
ASAN,2021-10-31,Quarter,-69280000,100340000,185020000,-69280000
ASAN,2022-01-31,Quarter,-90050000,111950000,187440000,-90050000
ASAN,2022-04-30,Quarter,-98870000,120650000,189590000,-98870000
ASAN,2022-07-31,Quarter,-112970000,134900000,191350000,-112970000
ASAN,2022-10-31,Quarter,-100910000,141440000,204660000,-100910000
ASAN,2023-01-31,Quarter,-95030000,150230000,214200000,-95030000
ASAN,2023-04-30,Quarter,-61470000,152410000,216410000,-61470000
ASAN,2023-07-31,Quarter,-71410000,162460000,219000000,-71410000
ASAN,2023-10-31,Quarter,-61750000,166500000,221780000,-61750000
ASAN,2024-01-31,Quarter,-62400000,171140000,224300000,-62400000
ASAN,2024-04-30,Quarter,-63720000,172450000,227070000,-63720000
ASAN,2024-07-31,Quarter,-72190000,179210000,229760000,-72190000
ASAN,2024-10-31,Quarter,-57330000,183880000,229620000,-57330000
ASAN,2025-01-31,Quarter,-62300000,188330000,231380000,-62300000
ASAP,2021-09-30,Quarter,12250000,43450000,6510000,12250000
ASAP,2021-12-31,Quarter,-8130000,38650000,6720000,-8130000
ASAP,2022-03-31,Quarter,-77220000,35040000,7680000,-77220000
ASAP,2022-06-30,Quarter,-11670000,31170000,8030000,-11670000
ASAP,2022-09-30,Quarter,-73460000,25140000,9190000,-73460000
ASB,2016-09-30,Quarter,53820000,294740000,149970000,53820000
ASB,2016-12-31,Quarter,54830000,293740000,151560000,54830000
ASB,2017-03-31,Quarter,56270000,286620000,153870000,56270000
ASB,2017-06-30,Quarter,57980000,300010000,154300000,57980000
ASB,2017-09-30,Quarter,65000000,317790000,152970000,65000000
ASB,2017-12-31,Quarter,50010000,314870000,153450000,50010000
ASB,2018-03-31,Quarter,69460000,351910000,166430000,69460000
ASB,2018-06-30,Quarter,89190000,384050000,173410000,89190000
ASB,2018-09-30,Quarter,85930000,383760000,172800000,85930000
ASB,2018-12-31,Quarter,88990000,389980000,166390000,88980000
ASB,2019-03-31,Quarter,86690000,397150000,165430000,86690000
ASB,2019-06-30,Quarter,84660000,401970000,163670000,84660000
ASB,2019-09-30,Quarter,83340000,392270000,160390000,83340000
ASB,2019-12-31,Quarter,72100000,362040000,158470000,72100000
ASB,2020-03-31,Quarter,45840000,361550000,155620000,45840000
ASB,2020-06-30,Quarter,148720000,479340000,153150000,148720000
ASB,2020-09-30,Quarter,45210000,288620000,153190000,45210000
ASB,2020-12-31,Quarter,67000000,297390000,153260000,67000000
ASB,2021-03-31,Quarter,94300000,292260000,153690000,94300000
ASB,2021-06-30,Quarter,91010000,272700000,153380000,91010000
ASB,2021-09-30,Quarter,88810000,282360000,151140000,88810000
ASB,2021-12-31,Quarter,76880000,283230000,150060000,76880000
ASB,2022-03-31,Quarter,74260000,276740000,150490000,74260000
ASB,2022-06-30,Quarter,86820000,312450000,150200000,86820000
ASB,2022-09-30,Quarter,96280000,385500000,150260000,96280000
ASB,2022-12-31,Quarter,108760000,452940000,150890000,108760000
ASB,2023-03-31,Quarter,103360000,504890000,151130000,103360000
ASB,2023-06-30,Quarter,87150000,546770000,150870000,87150000
ASB,2023-09-30,Quarter,83250000,575220000,151010000,83250000
ASB,2023-12-31,Quarter,-90810000,394350000,151010000,-90810000
ASB,2024-03-31,Quarter,81170000,588370000,151290000,81170000
ASB,2024-06-30,Quarter,115570000,595430000,151290000,115570000
ASB,2024-09-30,Quarter,88020000,607540000,151490000,88020000
ASB,2024-12-31,Quarter,-161620000,321950000,159160000,-161620000
ASC,2016-09-30,Quarter,-4800000,37970000,33520000,-4800000
ASC,2016-12-31,Quarter,-3730000,43180000,33580000,-3730000
ASC,2017-03-31,Quarter,-2170000,49670000,33580000,-2170000
ASC,2017-06-30,Quarter,-1850000,49850000,33580000,-1850000
ASC,2017-09-30,Quarter,-4640000,48650000,33580000,-4640000
ASC,2017-12-31,Quarter,-3830000,47770000,33050000,-3830000
ASC,2018-03-31,Quarter,-5170000,50470000,32450000,-5170000
ASC,2018-06-30,Quarter,-8580000,52360000,32700000,-8580000
ASC,2018-09-30,Quarter,-12230000,48920000,33100000,-12230000
ASC,2018-12-31,Quarter,-16960000,58420000,33100000,-16960000
ASC,2019-03-31,Quarter,-9150000,62270000,33100000,-9150000
ASC,2019-06-30,Quarter,-9940000,54990000,33100000,-9940000
ASC,2019-09-30,Quarter,-5710000,52100000,33100000,-5710000
ASC,2019-12-31,Quarter,1950000,60690000,33100000,1950000
ASC,2020-03-31,Quarter,6520000,65190000,33320000,6520000
ASC,2020-06-30,Quarter,13580000,67930000,33360000,13580000
ASC,2020-09-30,Quarter,-6630000,45210000,33290000,-6630000
ASC,2020-12-31,Quarter,-19520000,41730000,33240000,-19520000
ASC,2021-03-31,Quarter,-8500000,45550000,33290000,-8500000
ASC,2021-06-30,Quarter,-8130000,47270000,33500000,-8130000
ASC,2021-09-30,Quarter,-12290000,47200000,34360000,-12290000
ASC,2021-12-31,Quarter,-7920000,52460000,34360000,-7920000
ASC,2022-03-31,Quarter,-7000000,63370000,34430000,-7000000
ASC,2022-06-30,Quarter,29690000,107130000,35570000,29690000
ASC,2022-09-30,Quarter,61830000,142420000,40120000,61830000
ASC,2022-12-31,Quarter,53940000,132830000,41490000,53940000
ASC,2023-03-31,Quarter,44090000,118230000,41680000,44090000
ASC,2023-06-30,Quarter,24510000,91930000,41710000,24510000
ASC,2023-09-30,Quarter,21200000,86940000,41750000,21200000
ASC,2023-12-31,Quarter,27010000,98880000,41810000,27010000
ASC,2024-03-31,Quarter,39240000,106300000,41920000,39240000
ASC,2024-06-30,Quarter,62690000,121330000,42010000,62690000
ASC,2024-09-30,Quarter,24140000,96120000,42360000,24140000
ASCMA,2016-09-30,Quarter,-27030000,142770000,12100000,-27030000
ASCMA,2016-12-31,Quarter,-18790000,140680000,12470000,-18790000
ASCMA,2017-03-31,Quarter,-18850000,141200000,12350000,-18950000
ASCMA,2017-06-30,Quarter,-43530000,140500000,12170000,-43530000
ASCMA,2017-09-30,Quarter,-29160000,138210000,12210000,-29160000
ASCMA,2018-03-31,Quarter,-30840000,133750000,12380000,-30840000
ASCMA,2018-06-30,Quarter,-244370000,135010000,12330000,-244370000
ASCMA,2018-09-30,Quarter,-40100000,137160000,12360000,-40100000
ASFI,2016-09-30,Quarter,4690000,15420000,12390000,5300000
ASFI,2016-12-31,Quarter,-660000,10450000,11880000,-640000
ASFI,2017-03-31,Quarter,-5570000,8270000,9690000,-5580000
ASFI,2017-06-30,Quarter,1830000,14780000,6880000,2560000
ASFI,2019-03-31,Quarter,1770000,5230000,6690000,1770000
ASFI,2019-06-30,Quarter,2300000,5300000,6670000,2300000
ASGN,2016-09-30,Quarter,29770000,629400000,53770000,29780000
ASGN,2016-12-31,Quarter,24030000,620880000,53520000,24060000
ASGN,2017-03-31,Quarter,22390000,626530000,53250000,22380000
ASGN,2017-06-30,Quarter,33100000,653310000,53470000,33240000
ASGN,2017-09-30,Quarter,34860000,667050000,53170000,34880000
ASGN,2017-12-31,Quarter,67330000,679040000,52820000,67380000
ASGN,2018-03-31,Quarter,29090000,685170000,52830000,29240000
ASGN,2018-06-30,Quarter,33560000,878510000,53010000,33600000
ASGN,2018-09-30,Quarter,49170000,906450000,53030000,49220000
ASGN,2018-12-31,Quarter,45880000,929650000,53160000,45930000
ASGN,2019-03-31,Quarter,34900000,923700000,53200000,34900000
ASGN,2019-06-30,Quarter,43100000,972300000,53400000,43100000
ASGN,2019-09-30,Quarter,57400000,1002700000,53400000,57500000
ASGN,2019-12-31,Quarter,39300000,1025200000,53500000,39300000
ASGN,2020-03-31,Quarter,43800000,990500000,53300000,43800000
ASGN,2020-06-30,Quarter,48800000,936800000,53000000,48800000
ASGN,2020-09-30,Quarter,52300000,1011900000,53000000,52300000
ASGN,2020-12-31,Quarter,55400000,1011400000,53500000,55400000
ASGN,2021-03-31,Quarter,48700000,1025700000,53700000,48700000
ASGN,2021-06-30,Quarter,64200000,974900000,53900000,57300000
ASGN,2021-09-30,Quarter,212000000,1073800000,53400000,66300000
ASGN,2021-12-31,Quarter,85000000,935100000,52900000,59500000
ASGN,2022-03-31,Quarter,66800000,1091000000,52300000,67600000
ASGN,2022-06-30,Quarter,72500000,1141800000,51600000,72600000
ASGN,2022-09-30,Quarter,73200000,1197900000,50700000,71100000
ASGN,2022-12-31,Quarter,55600000,1150400000,50400000,55600000
ASGN,2023-03-31,Quarter,49500000,1128800000,49800000,49500000
ASGN,2023-06-30,Quarter,60100000,1130900000,49200000,60100000
ASGN,2023-09-30,Quarter,59400000,1116800000,48400000,59400000
ASGN,2023-12-31,Quarter,50300000,1074100000,47500000,50300000
ASGN,2024-03-31,Quarter,38100000,1049000000,46900000,38100000
ASGN,2024-06-30,Quarter,47200000,1034700000,46100000,47200000
ASGN,2024-09-30,Quarter,47500000,1031000000,45000000,47500000
ASH,2016-09-30,Quarter,-276000000,1248000000,62000000,-272000000
ASH,2016-12-31,Quarter,-1000000,1193000000,62000000,10000000
ASH,2017-03-31,Quarter,92000000,1320000000,63000000,102000000
ASH,2017-06-30,Quarter,-33000000,870000000,62000000,-16000000
ASH,2017-09-30,Quarter,-58000000,880000000,63000000,-53000000
ASH,2017-12-31,Quarter,-4000000,842000000,62000000,-7000000
ASH,2018-03-31,Quarter,73000000,974000000,64000000,66000000
ASH,2018-06-30,Quarter,36000000,971000000,64290000,36000000
ASH,2018-09-30,Quarter,9000000,956000000,64000000,10000000
ASH,2018-12-31,Quarter,-48000000,576000000,63000000,-71000000
ASH,2019-03-31,Quarter,76000000,667000000,64000000,45000000
ASH,2019-06-30,Quarter,66000000,641000000,62000000,23000000
ASH,2019-09-30,Quarter,411000000,609000000,61000000,27000000
ASH,2019-12-31,Quarter,32000000,533000000,61000000,34000000
ASH,2020-03-31,Quarter,-582000000,610000000,61000000,-575000000
ASH,2020-06-30,Quarter,37000000,574000000,61000000,50000000
ASH,2020-12-31,Quarter,56000000,552000000,61000000,61000000
ASH,2021-03-31,Quarter,41000000,598000000,62000000,43000000
ASH,2021-06-30,Quarter,80000000,637000000,62000000,87000000
ASH,2021-09-30,Quarter,43000000,324000000,61000000,-18000000
ASH,2021-12-31,Quarter,48000000,512000000,58000000,32000000
ASH,2022-03-31,Quarter,786000000,604000000,57000000,38000000
ASH,2022-06-30,Quarter,36000000,644000000,55000000,51000000
ASH,2022-09-30,Quarter,57000000,631000000,55000000,60000000
ASH,2022-12-31,Quarter,40000000,525000000,55000000,42000000
ASH,2023-03-31,Quarter,91000000,603000000,55000000,92000000
ASH,2023-06-30,Quarter,50000000,546000000,53000000,42000000
ASH,2023-09-30,Quarter,-3000000,517000000,51000000,-8000000
ASH,2023-12-31,Quarter,26000000,473000000,51000000,28000000
ASH,2024-03-31,Quarter,120000000,575000000,50210000,121000000
ASH,2024-06-30,Quarter,6000000,544000000,51000000,31000000
ASH,2024-09-30,Quarter,17000000,521000000,49000000,19000000
ASH,2024-12-31,Quarter,-165000000,405000000,47140000,-166000000
ASIX,2016-09-30,Quarter,16460000,323950000,30480000,16460000
ASIX,2016-12-31,Quarter,-24710000,259320000,30500000,-24710000
ASIX,2017-03-31,Quarter,27290000,376700000,30890000,27290000
ASIX,2017-06-30,Quarter,25770000,361440000,30990000,25770000
ASIX,2017-09-30,Quarter,21270000,366660000,31160000,21270000
ASIX,2017-12-31,Quarter,72370000,370390000,31330000,72370000
ASIX,2018-03-31,Quarter,11590000,359240000,31290000,11590000
ASIX,2018-06-30,Quarter,28410000,400460000,31310000,28410000
ASIX,2018-09-30,Quarter,5480000,368650000,30980000,5480000
ASIX,2018-12-31,Quarter,20760000,386630000,30350000,20760000
ASIX,2019-03-31,Quarter,20170000,314900000,29790000,20170000
ASIX,2019-06-30,Quarter,15350000,345220000,29140000,15350000
ASIX,2019-09-30,Quarter,7920000,310630000,28580000,7920000
ASIX,2019-12-31,Quarter,-2090000,326650000,27910000,-2090000
ASIX,2020-03-31,Quarter,8580000,302710000,28050000,8580000
ASIX,2020-06-30,Quarter,11430000,233020000,28070000,11430000
ASIX,2020-09-30,Quarter,-690000,281910000,28080000,-690000
ASIX,2020-12-31,Quarter,26760000,340270000,28350000,26760000
ASIX,2021-03-31,Quarter,28130000,376380000,28740000,28130000
ASIX,2021-06-30,Quarter,44130000,437680000,28920000,44130000
ASIX,2021-09-30,Quarter,43940000,446500000,29100000,43940000
ASIX,2021-12-31,Quarter,23590000,424070000,29420000,23590000
ASIX,2022-03-31,Quarter,63070000,479070000,29370000,63070000
ASIX,2022-06-30,Quarter,65160000,583740000,29260000,65160000
ASIX,2022-09-30,Quarter,10030000,478770000,28890000,10030000
ASIX,2022-12-31,Quarter,33630000,404060000,28610000,33630000
ASIX,2023-03-31,Quarter,34950000,400540000,28590000,34950000
ASIX,2023-06-30,Quarter,32730000,427940000,28110000,32730000
ASIX,2023-09-30,Quarter,-7980000,322910000,27210000,-7980000
ASIX,2023-12-31,Quarter,-5080000,382210000,26910000,-5080000
ASIX,2024-03-31,Quarter,-17400000,336830000,26880000,-17400000
ASIX,2024-06-30,Quarter,38930000,453480000,27150000,38930000
ASIX,2024-09-30,Quarter,22270000,398190000,27210000,22270000
ASLE,2021-06-30,Quarter,16550000,91920000,42430000,16550000
ASLE,2021-09-30,Quarter,-1640000,73300000,40900000,-1640000
ASLE,2021-12-31,Quarter,11190000,116780000,53260000,11190000
ASLE,2022-03-31,Quarter,17230000,122810000,53830000,17230000
ASLE,2022-06-30,Quarter,26460000,139610000,56290000,26460000
ASLE,2022-09-30,Quarter,-9010000,51000000,53020000,-9010000
ASLE,2022-12-31,Quarter,9190000,95130000,54080000,9190000
ASLE,2023-03-31,Quarter,10000,78270000,47740000,0
ASLE,2023-06-30,Quarter,-2690000,69330000,51410000,-2690000
ASLE,2023-09-30,Quarter,-150000,92480000,51320000,-150000
ASLE,2023-12-31,Quarter,-2730000,94420000,51540000,-2730000
ASLE,2024-03-31,Quarter,6280000,90540000,53250000,6280000
ASLE,2024-06-30,Quarter,-3640000,77100000,53030000,-3640000
ASLE,2024-09-30,Quarter,510000,82680000,53390000,510000
ASLN,2018-09-30,Quarter,-11140000,0,160090000,-11140000
ASLN,2018-12-31,Quarter,-11220000,0,31980000,-11220000
ASLN,2019-03-31,Quarter,-4350000,3000000,32050000,-4350000
ASLN,2020-03-31,Quarter,-3050000,0,37990000,-3230000
ASLN,2020-06-30,Quarter,-3960000,0,37990000,-4090000
ASLN,2020-09-30,Quarter,-3480000,0,189960000,-3740000
ASLN,2020-12-31,Quarter,-5720000,0,39810000,-5910000
ASLN,2021-03-31,Quarter,-6970000,0,51430000,-6970000
ASLN,2021-12-31,Quarter,-9140000,0,69610000,-9140000
ASLN,2022-03-31,Quarter,-12940000,0,69750000,-12940000
ASLN,2022-06-30,Quarter,-25970000,0,69750000,-25970000
ASLN,2022-09-30,Quarter,-10930000,0,69750000,-10930000
ASLN,2022-12-31,Quarter,-1540000,0,13950000,-1540000
ASLN,2023-03-31,Quarter,-19110000,0,14830000,-19110000
ASLN,2023-06-30,Quarter,-1890000,12000000,16440000,-1890000
ASLN,2023-09-30,Quarter,-9710000,0,17200000,-9710000
ASLN,2023-12-31,Quarter,-13510000,0,17280000,-13510000
ASLN,2024-03-31,Quarter,-9920000,0,14830000,-9920000
ASM,2016-09-30,Quarter,890000,10140000,38890000,890000
ASM,2016-12-31,Quarter,920000,8730000,41460000,920000
ASM,2017-03-31,Quarter,720000,8130000,53500000,720000
ASM,2017-06-30,Quarter,1150000,7910000,53420000,1150000
ASM,2017-09-30,Quarter,-720000,8440000,52500000,-720000
ASM,2017-12-31,Quarter,1500000,8880000,49880000,1500000
ASM,2018-03-31,Quarter,820000,8160000,53340000,820000
ASM,2018-06-30,Quarter,840000,9180000,55530000,840000
ASM,2018-09-30,Quarter,-1010000,8520000,55810000,-1010000
ASM,2018-12-31,Quarter,980000,8270000,49050000,980000
ASM,2019-03-31,Quarter,-610000,6710000,61000000,-610000
ASM,2019-06-30,Quarter,-170000,7810000,65640000,-170000
ASM,2019-09-30,Quarter,-1640000,6800000,73430000,-1640000
ASM,2019-12-31,Quarter,-29040000,10430000,69980000,80000
ASM,2020-03-31,Quarter,-230000,7120000,77270000,-230000
ASM,2020-06-30,Quarter,-1280000,4840000,78610000,-1110000
ASM,2020-09-30,Quarter,-4590000,2660000,87090000,-4590000
ASM,2020-12-31,Quarter,-1550000,1410000,77750000,-1550000
ASM,2021-03-31,Quarter,-1820000,30000,96200000,-1820000
ASM,2021-06-30,Quarter,-2650000,0,100510000,-2650000
ASM,2021-09-30,Quarter,-210000,1880000,101560000,-210000
ASM,2021-12-31,Quarter,2630000,9320000,103940000,2630000
ASM,2022-03-31,Quarter,650000,11050000,107240000,650000
ASM,2022-06-30,Quarter,2280000,9370000,120390000,2280000
ASM,2022-09-30,Quarter,-1130000,9120000,117880000,-1130000
ASM,2022-12-31,Quarter,1300000,14650000,129600000,1300000
ASM,2023-03-31,Quarter,-350000,9830000,122600000,-350000
ASM,2023-06-30,Quarter,1130000,9220000,123210000,1130000
ASM,2023-09-30,Quarter,-800000,12320000,80300000,-800000
ASM,2023-12-31,Quarter,560000,12530000,127760000,560000
ASM,2024-03-31,Quarter,600000,12390000,102850000,600000
ASM,2024-06-30,Quarter,1240000,14790000,138950000,1240000
ASM,2024-09-30,Quarter,1170000,14620000,116900000,1170000
ASMB,2016-09-30,Quarter,-11570000,0,17230000,-11570000
ASMB,2016-12-31,Quarter,-11550000,0,17230000,-11550000
ASMB,2017-03-31,Quarter,-13930000,680000,17270000,-13930000
ASMB,2017-06-30,Quarter,-13600000,2360000,17340000,-13600000
ASMB,2017-09-30,Quarter,-12270000,2660000,17370000,-12270000
ASMB,2017-12-31,Quarter,-3010000,3320000,18790000,-3010000
ASMB,2018-03-31,Quarter,-16250000,3570000,20230000,-16250000
ASMB,2018-06-30,Quarter,-26810000,3220000,20540000,-26810000
ASMB,2018-09-30,Quarter,-21540000,4290000,24880000,-21540000
ASMB,2018-12-31,Quarter,-26160000,3740000,25390000,-26160000
ASMB,2019-03-31,Quarter,-27070000,3890000,25670000,-27070000
ASMB,2019-06-30,Quarter,-18500000,3080000,25740000,-18500000
ASMB,2019-09-30,Quarter,-25000000,4230000,25910000,-25000000
ASMB,2019-12-31,Quarter,-27070000,4770000,26260000,-27070000
ASMB,2020-03-31,Quarter,-26660000,4080000,35080000,-26660000
ASMB,2020-06-30,Quarter,7270000,39380000,37290000,7270000
ASMB,2020-09-30,Quarter,-3350000,34610000,35510000,-3350000
ASMB,2020-12-31,Quarter,-39420000,1040000,35510000,-39420000
ASMB,2021-03-31,Quarter,-27200000,0,39680000,-27200000
ASMB,2021-06-30,Quarter,-23600000,0,42880000,-23600000
ASMB,2021-09-30,Quarter,-18800000,6250000,45570000,-18800000
ASMB,2021-12-31,Quarter,-60260000,0,43280000,-60260000
ASMB,2022-03-31,Quarter,-23090000,0,48120000,-23090000
ASMB,2022-06-30,Quarter,-24460000,0,48290000,-24460000
ASMB,2022-09-30,Quarter,-23150000,0,48450000,-23150000
ASMB,2022-12-31,Quarter,-22400000,0,48790000,-22400000
ASMB,2023-03-31,Quarter,-18950000,0,51010000,-18950000
ASMB,2023-06-30,Quarter,-16900000,0,52260000,-16900000
ASMB,2023-09-30,Quarter,-14420000,0,52570000,-14420000
ASMB,2024-03-31,Quarter,-9080000,5790000,5480000,-9080000
ASMB,2024-06-30,Quarter,-11150000,8530000,5640000,-11150000
ASMB,2024-09-30,Quarter,-9610000,6850000,6350000,-9610000
ASML,2016-09-30,Quarter,441630000,2024190000,425800000,441630000
ASML,2016-12-31,Quarter,569010000,2058700000,426020000,569010000
ASML,2017-03-31,Quarter,481800000,2071290000,432300000,481800000
ASML,2017-06-30,Quarter,513020000,2311960000,432400000,513020000
ASML,2017-09-30,Quarter,654760000,2876430000,431780000,654760000
ASML,2017-12-31,Quarter,744950000,2972700000,475930000,744950000
ASML,2018-03-31,Quarter,663400000,2808720000,428900000,663400000
ASML,2018-06-30,Quarter,696480000,3268200000,427600000,696480000
ASML,2018-09-30,Quarter,791100000,3227770000,425900000,791100000
ASML,2018-12-31,Quarter,909700000,3620170000,423600000,909700000
ASML,2019-03-31,Quarter,403660000,2531810000,428900000,403660000
ASML,2019-06-30,Quarter,535020000,2886320000,421800000,535020000
ASML,2019-09-30,Quarter,697000000,3320990000,421700000,697000000
ASML,2019-12-31,Quarter,1267690000,4499280000,421100000,1267690000
ASML,2020-03-31,Quarter,430910000,2692470000,419700000,430910000
ASML,2020-06-30,Quarter,826930000,3661930000,419000000,826930000
ASML,2020-09-30,Quarter,1240890000,4626900000,419200000,1240890000
ASML,2020-12-31,Quarter,1560660000,4986340000,418400000,1560660000
ASML,2021-03-31,Quarter,1605140000,5261120000,415800000,1605140000
ASML,2021-06-30,Quarter,1250930000,4843940000,412000000,1250930000
ASML,2021-09-30,Quarter,2052040000,6180540000,408600000,2052040000
ASML,2021-12-31,Quarter,2052310000,5733080000,405000000,2052310000
ASML,2022-03-31,Quarter,780270000,3966300000,415800000,780270000
ASML,2022-06-30,Quarter,1503460000,5786740000,398600000,1503460000
ASML,2022-09-30,Quarter,1713750000,5819900000,396600000,1713750000
ASML,2022-12-31,Quarter,1928190000,6735350000,395200000,1928190000
ASML,2023-03-31,Quarter,2099360000,7241370000,394800000,2099360000
ASML,2023-06-30,Quarter,2108690000,7495900000,394000000,2108690000
ASML,2023-09-30,Quarter,2060780000,7262890000,393700000,2060780000
ASML,2023-12-31,Quarter,2215330000,7826400000,393800000,2215330000
ASML,2024-03-31,Quarter,1328680000,5743350000,393700000,1328680000
ASML,2024-06-30,Quarter,1699240000,6722870000,393500000,1699240000
ASML,2024-09-30,Quarter,2283320000,8211040000,393600000,2283320000
ASNA,2016-07-31,Quarter,13800000,1812300000,195100000,13800000
ASNA,2016-10-31,Quarter,14400000,1678400000,195300000,14400000
ASNA,2017-01-31,Quarter,-35200000,1748200000,194800000,-35200000
ASNA,2017-04-30,Quarter,-1030700000,1565100000,195000000,-1030700000
ASNA,2017-07-31,Quarter,-15800000,1658100000,195100000,-15800000
ASNA,2017-10-31,Quarter,6600000,1589700000,195400000,6600000
ASNA,2018-01-31,Quarter,-39300000,1719000000,196100000,-39300000
ASNA,2018-04-30,Quarter,-40200000,1503300000,196200000,-40200000
ASNA,2018-07-31,Quarter,33200000,1766300000,199200000,33200000
ASNA,2018-10-31,Quarter,5900000,1591800000,201200000,5900000
ASNA,2019-01-31,Quarter,-71500000,1692800000,197500000,-71500000
ASNA,2019-04-30,Quarter,-237900000,1265700000,197600000,-244200000
ASNA,2019-07-31,Quarter,-357900000,943100000,198000000,-472500000
ASND,2016-09-30,Quarter,-20370000,1300000,25350000,-20370000
ASND,2016-12-31,Quarter,-17790000,1120000,32330000,-17790000
ASND,2017-03-31,Quarter,-26790000,400000,32430000,-26790000
ASND,2017-06-30,Quarter,-33770000,490000,32500000,-33770000
ASND,2017-09-30,Quarter,-39820000,510000,32610000,-39820000
ASND,2017-12-31,Quarter,-39660000,330000,37150000,-39660000
ASND,2018-03-31,Quarter,-50860000,30000,38700000,-50860000
ASND,2018-06-30,Quarter,-27160000,20000,41650000,-27160000
ASND,2018-09-30,Quarter,-39490000,20000,41890000,-39490000
ASND,2018-12-31,Quarter,-36130000,12420000,42090000,-36130000
ASND,2019-03-31,Quarter,-60920000,6150000,43370000,-60920000
ASND,2019-06-30,Quarter,-66210000,3610000,47190000,-66210000
ASND,2019-09-30,Quarter,-27930000,2490000,47590000,-27930000
ASND,2019-12-31,Quarter,-89120000,2730000,47280000,-89120000
ASND,2020-03-31,Quarter,-69850000,2450000,47990000,-69850000
ASND,2020-06-30,Quarter,-104530000,1580000,48210000,-104530000
ASND,2020-09-30,Quarter,-142320000,3220000,52720000,-142320000
ASND,2020-12-31,Quarter,-161880000,680000,52690000,-161880000
ASND,2021-03-31,Quarter,-75700000,900000,53760000,-75700000
ASND,2021-06-30,Quarter,-161910000,1230000,53850000,-161910000
ASND,2021-09-30,Quarter,-94750000,1310000,54640000,-94730000
ASND,2021-12-31,Quarter,-121450000,5760000,56720000,-121470000
ASND,2022-03-31,Quarter,-140830000,7660000,56720000,-140830000
ASND,2022-06-30,Quarter,-86540000,6560000,55810000,-86540000
ASND,2022-09-30,Quarter,-170170000,15400000,55830000,-170170000
ASND,2022-12-31,Quarter,-216910000,24300000,56050000,-216910000
ASND,2023-03-31,Quarter,-119060000,36050000,56090000,-119060000
