act_symbol,date,period,net_income,sales,average_shares,income_from_continuing_operations
A,2016-07-31,Quarter,124000000,1044000000,328000000,124000000
A,2016-10-31,Quarter,124000000,1111000000,328000000,124000000
A,2017-01-31,Quarter,168000000,1067000000,326000000,168000000
A,2017-04-30,Quarter,164000000,1102000000,325000000,164000000
A,2017-07-31,Quarter,175000000,1114000000,326000000,175000000
A,2017-10-31,Quarter,177000000,1189000000,326000000,177000000
A,2018-01-31,Quarter,-320000000,1211000000,323000000,-320000000
A,2018-04-30,Quarter,205000000,1206000000,326000000,205000000
A,2018-07-31,Quarter,236000000,1203000000,324000000,236000000
A,2018-10-31,Quarter,195000000,1294000000,322000000,195000000
A,2019-01-31,Quarter,504000000,1284000000,322000000,504000000
A,2019-04-30,Quarter,182000000,1238000000,321000000,182000000
A,2019-07-31,Quarter,191000000,1274000000,316000000,191000000
A,2019-10-31,Quarter,194000000,1367000000,313000000,194000000
A,2020-01-31,Quarter,197000000,1357000000,313000000,197000000
A,2020-04-30,Quarter,101000000,1238000000,312000000,101000000
A,2020-07-31,Quarter,199000000,1261000000,312000000,199000000
A,2021-01-31,Quarter,288000000,1548000000,309000000,288000000
A,2021-04-30,Quarter,216000000,1525000000,307000000,216000000
A,2021-07-31,Quarter,264000000,1586000000,306000000,264000000
A,2021-10-31,Quarter,442000000,1660000000,305000000,442000000
A,2022-01-31,Quarter,283000000,1674000000,303000000,283000000
A,2022-04-30,Quarter,274000000,1607000000,301000000,274000000
A,2022-07-31,Quarter,329000000,1718000000,299000000,329000000
A,2022-10-31,Quarter,368000000,1849000000,298000000,368000000
A,2023-01-31,Quarter,352000000,1756000000,297000000,352000000
A,2023-04-30,Quarter,302000000,1717000000,297000000,302000000
A,2023-07-31,Quarter,111000000,1672000000,295000000,111000000
A,2023-10-31,Quarter,475000000,1688000000,293000000,475000000
A,2024-01-31,Quarter,348000000,1658000000,294000000,348000000
A,2024-04-30,Quarter,308000000,1573000000,293000000,308000000
A,2024-07-31,Quarter,282000000,1578000000,291000000,282000000
A,2024-10-31,Quarter,351000000,1701000000,287000000,351000000
A,2025-01-31,Quarter,318000000,1681000000,287000000,318000000
AA,2016-12-31,Quarter,-129000000,2537000000,182690000,-133000000
AA,2017-03-31,Quarter,225000000,2655000000,186300000,308000000
AA,2017-06-30,Quarter,75000000,2859000000,186390000,138000000
AA,2017-09-30,Quarter,113000000,2964000000,187160000,169000000
AA,2017-12-31,Quarter,-196000000,3174000000,185080000,-56000000
AA,2018-03-31,Quarter,150000000,3090000000,188500000,274000000
AA,2018-06-30,Quarter,75000000,3579000000,188710000,230000000
AA,2018-09-30,Quarter,-41000000,3390000000,186480000,155000000
AA,2018-12-31,Quarter,43000000,3344000000,188220000,212000000
AA,2019-03-31,Quarter,-199000000,2719000000,185330000,-58000000
AA,2019-06-30,Quarter,-402000000,2711000000,185530000,-293000000
AA,2019-09-30,Quarter,-221000000,2567000000,185570000,-147000000
AA,2019-12-31,Quarter,-303000000,2436000000,185580000,-355000000
AA,2020-03-31,Quarter,80000000,2381000000,186610000,139000000
AA,2020-06-30,Quarter,-197000000,2148000000,185920000,-150000000
AA,2020-09-30,Quarter,-49000000,2365000000,185920000,-20000000
AA,2020-12-31,Quarter,-4000000,2392000000,185950000,17000000
AA,2021-03-31,Quarter,175000000,2870000000,188820000,219000000
AA,2021-06-30,Quarter,309000000,2833000000,190200000,350000000
AA,2021-09-30,Quarter,337000000,3109000000,190820000,370000000
AA,2021-12-31,Quarter,-392000000,3340000000,185660000,-369000000
AA,2022-03-31,Quarter,469000000,3293000000,188540000,553000000
AA,2022-06-30,Quarter,549000000,3644000000,186070000,674000000
AA,2022-09-30,Quarter,-746000000,2851000000,178780000,-769000000
AA,2022-12-31,Quarter,-374000000,2663000000,176950000,-399000000
AA,2023-03-31,Quarter,-231000000,2670000000,178010000,-232000000
AA,2023-06-30,Quarter,-102000000,2684000000,178400000,-121000000
AA,2023-09-30,Quarter,-168000000,2602000000,178440000,-193000000
AA,2023-12-31,Quarter,-150000000,2595000000,178470000,-227000000
AA,2024-03-31,Quarter,-252000000,2599000000,179290000,-307000000
AA,2024-06-30,Quarter,20000000,2906000000,181060000,31000000
AA,2024-09-30,Quarter,90000000,2904000000,233600000,98000000
AA,2024-12-31,Quarter,202000000,3486000000,260460000,202000000
AAAP,2016-09-30,Quarter,-6970000,29820000,39020000,-6970000
AAAP,2016-12-31,Quarter,-16120000,30240000,86140000,-16120000
AAAP,2017-03-31,Quarter,-12020000,34780000,43380000,-12020000
AAAP,2017-06-30,Quarter,-10900000,40180000,45060000,-10900000
AABA,2016-09-30,Quarter,162830000,1305210000,957300000,163300000
AABA,2016-12-31,Quarter,162000000,1469140000,958620000,163910000
AABA,2017-03-31,Quarter,99430000,1327270000,963170000,99940000
AAC,2016-09-30,Quarter,-2530000,70530000,22960000,-4010000
AAC,2016-12-31,Quarter,480000,72350000,23060000,-1300000
AAC,2017-03-31,Quarter,-600000,73040000,23160000,-1640000
AAC,2017-06-30,Quarter,-1920000,78040000,23240000,-2900000
AAC,2017-09-30,Quarter,760000,80420000,23470000,-360000
AAC,2017-12-31,Quarter,-18820000,86140000,23400000,-20180000
AAC,2018-03-31,Quarter,-200000,78470000,23740000,-2100000
AAC,2018-06-30,Quarter,-3010000,86760000,24170000,-5000000
AAC,2018-09-30,Quarter,-11490000,77470000,24210000,-13160000
AACG,2018-09-30,Quarter,147710000,160000,23230000,-210000
AACG,2019-03-31,Quarter,-1920000,240000,19220000,-2120000
AACG,2019-06-30,Quarter,-1930000,200000,19330000,-2800000
AACG,2019-09-30,Quarter,-3410000,5930000,27430000,-3840000
AACG,2019-12-31,Quarter,-10290000,7670000,28230000,-10500000
AACG,2020-03-31,Quarter,-2890000,4620000,28890000,-3300000
AACG,2020-06-30,Quarter,-4540000,3740000,28380000,-4800000
AACG,2020-09-30,Quarter,2840000,6220000,35490000,2670000
AACG,2020-12-31,Quarter,-9540000,10280000,27160000,-9980000
AACG,2021-03-31,Quarter,-2910000,5740000,29070000,-3070000
AACG,2021-06-30,Quarter,2190000,5690000,31600000,2080000
AACG,2021-09-30,Quarter,-4070000,8580000,29050000,-4080000
AACG,2021-12-31,Quarter,-500000,11720000,20010000,-640000
AACG,2022-03-31,Quarter,-2500000,6650000,31260000,-2590000
AACG,2022-06-30,Quarter,-3290000,5080000,32950000,-3310000
AACG,2022-09-30,Quarter,-1680000,7320000,28080000,-1650000
AACG,2022-12-31,Quarter,540000,10930000,29250000,510000
AACG,2023-03-31,Quarter,-2580000,6160000,32310000,-2580000
AACG,2023-06-30,Quarter,-2370000,5000000,29670000,-2380000
AACG,2023-09-30,Quarter,-990000,8150000,24850000,-1000000
AACG,2023-12-31,Quarter,1210000,11910000,30130000,1210000
AACG,2024-03-31,Quarter,-2490000,6670000,31070000,-2490000
AACG,2024-06-30,Quarter,-2310000,7120000,28820000,-2310000
AACG,2024-09-30,Quarter,-2090000,9580000,34800000,-2090000
AACT,2024-09-30,Quarter,6960000,0,12500000,6960000
AADI,2020-12-31,Quarter,-4720000,0,3140000,-4720000
AADI,2021-03-31,Quarter,-4440000,0,3150000,-4440000
AADI,2021-06-30,Quarter,-4410000,0,3160000,-4410000
AADI,2021-09-30,Quarter,-87090000,0,9510000,-87090000
AADI,2021-12-31,Quarter,-14150000,1000000,20890000,-14150000
AADI,2022-03-31,Quarter,-13860000,2310000,20920000,-13860000
AADI,2022-06-30,Quarter,-18270000,3440000,20970000,-18270000
AADI,2022-09-30,Quarter,-14470000,4250000,21270000,-14470000
AADI,2022-12-31,Quarter,-13910000,5230000,26840000,-13910000
AADI,2023-03-31,Quarter,-15220000,5870000,26860000,-15220000
AADI,2023-06-30,Quarter,-17970000,6200000,26880000,-17970000
AADI,2023-09-30,Quarter,-16300000,5960000,26950000,-16300000
AADI,2023-12-31,Quarter,-16270000,6330000,26970000,-16270000
AADI,2024-03-31,Quarter,-18290000,5350000,26980000,-18290000
AADI,2024-06-30,Quarter,-14580000,6180000,27010000,-14580000
AADI,2024-09-30,Quarter,-12550000,7210000,27040000,-12550000
AAGR,2024-03-31,Quarter,-12660000,340000,57560000,-12660000
AAIC,2019-09-30,Quarter,-7740000,28670000,36570000,-7740000
AAIC,2019-12-31,Quarter,28180000,28260000,36750000,27410000
AAIC,2020-03-31,Quarter,-94170000,24970000,36710000,-94170000
AAIC,2020-06-30,Quarter,10230000,6130000,36670000,10230000
AAIC,2020-09-30,Quarter,4760000,5410000,34700000,4760000
AAIC,2020-12-31,Quarter,11460000,9500000,33550000,11460000
AAIC,2021-03-31,Quarter,-6040000,6260000,33180000,-6040000
AAIC,2021-06-30,Quarter,-7060000,7050000,33070000,-7060000
AAIC,2021-09-30,Quarter,-250000,6350000,31930000,-250000
AAIC,2021-12-31,Quarter,3830000,6140000,31420000,3830000
AAIC,2022-03-31,Quarter,-2700000,8470000,29830000,-2700000
AAIC,2022-06-30,Quarter,310000,10900000,28770000,310000
AAIC,2022-09-30,Quarter,3430000,14490000,28910000,3430000
AAIC,2022-12-31,Quarter,4390000,15600000,28470000,4390000
AAIC,2023-03-31,Quarter,-2220000,14000000,28000000,-2220000
AAIC,2023-06-30,Quarter,4870000,12720000,28710000,4870000
AAIC,2023-09-30,Quarter,-6610000,13580000,28080000,-6610000
AAL,2016-09-30,Quarter,737000000,10594000000,528510000,737000000
AAL,2016-12-31,Quarter,289000000,9788000000,518360000,289000000
AAL,2017-03-31,Quarter,234000000,9624000000,507800000,234000000
AAL,2017-06-30,Quarter,803000000,11105000000,492970000,803000000
AAL,2017-09-30,Quarter,624000000,10878000000,486630000,624000000
AAL,2017-12-31,Quarter,258000000,10600000000,479380000,258000000
AAL,2018-03-31,Quarter,186000000,10401000000,474600000,186000000
AAL,2018-06-30,Quarter,566000000,11643000000,464620000,566000000
AAL,2018-09-30,Quarter,341000000,11559000000,461510000,341000000
AAL,2018-12-31,Quarter,319000000,10938000000,461920000,319000000
AAL,2019-03-31,Quarter,185000000,10584000000,453430000,185000000
AAL,2019-06-30,Quarter,662000000,11960000000,445590000,662000000
AAL,2019-09-30,Quarter,425000000,11911000000,442400000,425000000
AAL,2019-12-31,Quarter,414000000,11313000000,435660000,414000000
AAL,2020-03-31,Quarter,-2241000000,8515000000,425710000,-2241000000
AAL,2020-06-30,Quarter,-2067000000,1622000000,428810000,-2067000000
AAL,2020-09-30,Quarter,-2399000000,3173000000,509050000,-2399000000
AAL,2020-12-31,Quarter,-2178000000,4027000000,571980000,-2178000000
AAL,2021-03-31,Quarter,-1250000000,4008000000,634610000,-1250000000
AAL,2021-06-30,Quarter,19000000,7478000000,656370000,19000000
AAL,2021-09-30,Quarter,169000000,8969000000,721140000,169000000
AAL,2021-12-31,Quarter,-931000000,9427000000,648770000,-931000000
AAL,2022-03-31,Quarter,-1635000000,8899000000,649500000,-1635000000
AAL,2022-06-30,Quarter,476000000,13422000000,718530000,476000000
AAL,2022-09-30,Quarter,483000000,13462000000,715990000,483000000
AAL,2022-12-31,Quarter,803000000,13189000000,716070000,803000000
AAL,2023-03-31,Quarter,10000000,12189000000,656710000,10000000
AAL,2023-06-30,Quarter,1338000000,14055000000,719350000,1338000000
AAL,2023-09-30,Quarter,-545000000,13482000000,654120000,-545000000
AAL,2023-12-31,Quarter,19000000,13062000000,657080000,19000000
AAL,2024-03-31,Quarter,-312000000,12570000000,655850000,-312000000
AAL,2024-06-30,Quarter,717000000,14334000000,720300000,717000000
AAL,2024-09-30,Quarter,-149000000,13647000000,657420000,-149000000
AAL,2024-12-31,Quarter,590000000,13660000000,723690000,590000000
AAMC,2016-09-30,Quarter,-1070000,5100000,1680000,-1070000
AAMC,2016-12-31,Quarter,-1660000,4410000,1570000,-1660000
AAMC,2017-03-31,Quarter,-1320000,5010000,1550000,-1320000
AAMC,2017-06-30,Quarter,-1740000,4640000,1560000,-1740000
AAMC,2017-09-30,Quarter,-2130000,4430000,1580000,-2130000
AAMC,2017-12-31,Quarter,-1780000,4080000,1600000,-1780000
AAMC,2018-03-31,Quarter,-4360000,4050000,1600000,-4360000
AAMC,2018-06-30,Quarter,-1070000,3920000,1610000,-1070000
AAMC,2018-09-30,Quarter,-1160000,3930000,1610000,-1160000
AAMC,2018-12-31,Quarter,-4290000,4020000,1620000,-4290000
AAMC,2019-03-31,Quarter,-840000,3900000,1580000,-840000
AAMC,2019-06-30,Quarter,3290000,3900000,1820000,3290000
AAMC,2019-09-30,Quarter,-3520000,3830000,1590000,-3520000
AAMC,2019-12-31,Quarter,-1540000,4130000,1600000,-1540000
AAMC,2020-03-31,Quarter,-3760000,3950000,1620000,-3760000
AAMC,2020-06-30,Quarter,-7840000,4300000,1630000,-7840000
AAMC,2020-09-30,Quarter,11750000,3680000,1630000,-3090000
AAMC,2020-12-31,Quarter,39660000,0,1950000,-40000
AAMC,2021-03-31,Quarter,5860000,0,2080000,-360000
AAMC,2021-06-30,Quarter,2230000,0,2200000,2230000
AAMC,2021-09-30,Quarter,-5700000,0,2190000,-5700000
AAMC,2021-12-31,Quarter,-8390000,0,2060000,-8390000
AAMC,2022-03-31,Quarter,-3700000,0,2170000,-3700000
AAMC,2022-06-30,Quarter,-4130000,530000,2060000,-4130000
AAMC,2022-09-30,Quarter,-3990000,1910000,1780000,-3990000
AAMC,2022-12-31,Quarter,-4120000,2530000,1780000,-4120000
AAMC,2023-03-31,Quarter,-2990000,2130000,1780000,-2990000
AAMC,2023-06-30,Quarter,-3810000,1920000,1770000,-3810000
AAMC,2023-09-30,Quarter,-13470000,-950000,2980000,-13470000
AAMC,2023-12-31,Quarter,-12270000,60000,2820000,-12270000
AAMC,2024-03-31,Quarter,-3110000,230000,2580000,-3110000
AAMC,2024-06-30,Quarter,-2170000,40000,2560000,-2170000
AAME,2016-09-30,Quarter,150000,42450000,20420000,150000
AAME,2016-12-31,Quarter,1350000,40030000,22470000,1350000
AAME,2017-03-31,Quarter,-220000,43860000,20430000,-220000
AAME,2017-06-30,Quarter,1460000,43630000,20860000,1460000
AAME,2017-09-30,Quarter,750000,44800000,24900000,750000
AAME,2017-12-31,Quarter,2540000,48820000,21180000,2540000
AAME,2018-03-31,Quarter,-5020000,40540000,20100000,-5020000
AAME,2018-06-30,Quarter,3190000,49440000,21230000,3190000
AAME,2018-09-30,Quarter,930000,46370000,23350000,930000
AAME,2018-12-31,Quarter,200000,49200000,20100000,200000
AAME,2019-03-31,Quarter,4160000,55020000,21910000,4160000
AAME,2019-06-30,Quarter,-4430000,43130000,20120000,-4430000
AAME,2019-09-30,Quarter,-1390000,47750000,19890000,-1390000
AAME,2019-12-31,Quarter,1270000,52290000,21170000,1270000
AAME,2020-03-31,Quarter,-8090000,39410000,20220000,-8090000
AAME,2020-06-30,Quarter,6530000,49740000,21070000,6530000
AAME,2020-09-30,Quarter,1880000,46270000,20840000,1880000
AAME,2020-12-31,Quarter,11850000,59930000,20430000,11850000
AAME,2021-03-31,Quarter,-430000,49080000,14370000,-430000
AAME,2021-06-30,Quarter,2960000,51460000,21160000,2960000
AAME,2021-09-30,Quarter,-920000,49290000,18300000,-920000
AAME,2021-12-31,Quarter,2670000,49730000,20500000,2670000
AAME,2022-03-31,Quarter,2840000,51610000,21860000,2840000
AAME,2022-06-30,Quarter,-1680000,44670000,18660000,-1680000
AAME,2022-09-30,Quarter,-680000,46340000,17100000,-680000
AAME,2022-12-31,Quarter,1050000,45230000,20920000,1050000
AAME,2023-03-31,Quarter,-1450000,46270000,20410000,-1450000
AAME,2023-06-30,Quarter,1740000,49190000,21800000,1740000
AAME,2023-09-30,Quarter,1760000,44590000,21990000,1760000
AAME,2023-12-31,Quarter,-2230000,46740000,20250000,-2230000
AAME,2024-03-31,Quarter,-2000000,47000000,20400000,-2000000
AAME,2024-06-30,Quarter,-680000,47670000,17100000,-680000
AAME,2024-09-30,Quarter,-2000000,44520000,19980000,-2000000
AAMI,2023-12-31,Quarter,22800000,131200000,42200000,23800000
AAMI,2024-03-31,Quarter,14600000,105700000,39700000,15700000
AAMI,2024-06-30,Quarter,11000000,109000000,38200000,11500000
AAMI,2024-09-30,Quarter,16900000,123100000,37800000,19000000
AAN,2016-09-30,Quarter,29460000,768980000,73200000,29460000
AAN,2016-12-31,Quarter,21630000,794950000,72370000,21630000
AAN,2017-03-31,Quarter,53300000,844550000,72390000,53300000
AAN,2017-06-30,Quarter,36340000,815640000,71700000,36340000
AAN,2017-09-30,Quarter,25340000,838880000,72100000,25340000
AAN,2017-12-31,Quarter,177560000,884630000,72310000,177560000
AAN,2018-03-31,Quarter,52250000,954810000,72020000,52250000
AAN,2018-06-30,Quarter,38500000,927860000,70840000,38500000
AAN,2018-09-30,Quarter,43720000,953070000,70140000,43720000
AAN,2018-12-31,Quarter,61740000,993180000,69410000,61740000
AAN,2019-03-31,Quarter,56080000,1012100000,68770000,56080000
AAN,2019-06-30,Quarter,42650000,968140000,68790000,42650000
AAN,2019-09-30,Quarter,39800000,963810000,68650000,39800000
AAN,2019-12-31,Quarter,-107060000,1003600000,66910000,-107060000
AAN,2020-03-31,Quarter,-280010000,1101270000,66820000,-280010000
AAN,2020-06-30,Quarter,68380000,1030120000,67520000,68380000
AAN,2020-09-30,Quarter,109350000,1052300000,68160000,109350000
AAN,2020-12-31,Quarter,2880000,430170000,34900000,2880000
AAN,2021-03-31,Quarter,36320000,481050000,34920000,36320000
AAN,2021-06-30,Quarter,32980000,467500000,34560000,32980000
AAN,2021-09-30,Quarter,24350000,452150000,33190000,24350000
AAN,2021-12-31,Quarter,16290000,444800000,32260000,16290000
AAN,2022-03-31,Quarter,21530000,456080000,31760000,21530000
AAN,2022-06-30,Quarter,-5340000,610380000,30830000,-5340000
AAN,2022-09-30,Quarter,-15620000,593380000,30880000,-15620000
AAN,2022-12-31,Quarter,-5850000,589580000,30760000,-5850000
AAN,2023-03-31,Quarter,12800000,554360000,31240000,12800000
AAN,2023-06-30,Quarter,6520000,530370000,31310000,6520000
AAN,2023-09-30,Quarter,-4140000,525680000,30880000,-4140000
AAN,2023-12-31,Quarter,-12360000,529480000,30450000,-12360000
AAN,2024-03-31,Quarter,-14180000,511500000,30550000,-14180000
AAN,2024-06-30,Quarter,-11900000,503130000,30790000,-11900000
AAOI,2016-09-30,Quarter,17740000,70140000,18360000,17740000
AAOI,2016-12-31,Quarter,14230000,84900000,18510000,14230000
AAOI,2017-03-31,Quarter,19790000,96220000,19700000,19790000
AAOI,2017-06-30,Quarter,29070000,117370000,20370000,29070000
AAOI,2017-09-30,Quarter,19380000,88880000,20420000,19380000
AAOI,2017-12-31,Quarter,5720000,79860000,20160000,5720000
AAOI,2018-03-31,Quarter,2120000,65240000,19990000,2120000
AAOI,2018-06-30,Quarter,8030000,87820000,20080000,8030000
AAOI,2018-09-30,Quarter,-3730000,56390000,19710000,-3730000
AAOI,2018-12-31,Quarter,-8570000,58020000,19790000,-8570000
AAOI,2019-03-31,Quarter,-10470000,52720000,19860000,-10470000
AAOI,2019-06-30,Quarter,-11370000,43410000,19930000,-11370000
AAOI,2019-09-30,Quarter,-8780000,46080000,20020000,-8780000
AAOI,2019-12-31,Quarter,-35430000,48660000,20110000,-35430000
AAOI,2020-03-31,Quarter,-16800000,40470000,20210000,-16800000
AAOI,2020-06-30,Quarter,-18600000,65220000,20860000,-18600000
AAOI,2020-09-30,Quarter,-9620000,76610000,22740000,-9620000
AAOI,2020-12-31,Quarter,-13440000,52330000,23630000,-13440000
AAOI,2021-03-31,Quarter,-15620000,49700000,26440000,-15620000
AAOI,2021-06-30,Quarter,-8200000,54190000,26850000,-8200000
AAOI,2021-09-30,Quarter,-15800000,53270000,27100000,-15800000
AAOI,2021-12-31,Quarter,-14540000,54410000,27170000,-14540000
AAOI,2022-03-31,Quarter,-16060000,52240000,27460000,-16060000
AAOI,2022-06-30,Quarter,-14460000,52300000,27610000,-14460000
AAOI,2022-09-30,Quarter,-15630000,56690000,27840000,-15630000
AAOI,2022-12-31,Quarter,-20250000,61580000,28460000,-20250000
AAOI,2023-03-31,Quarter,-16290000,53030000,28870000,-16290000
AAOI,2023-06-30,Quarter,-16930000,41620000,29490000,-16930000
AAOI,2023-09-30,Quarter,-8950000,62550000,32770000,-8950000
AAOI,2023-12-31,Quarter,-13880000,60450000,36550000,-13880000
AAOI,2024-03-31,Quarter,-23170000,40670000,38360000,-23170000
AAOI,2024-06-30,Quarter,-26120000,43270000,39370000,-26120000
AAOI,2024-09-30,Quarter,-17760000,65150000,42310000,-17760000
AAON,2016-09-30,Quarter,15680000,104570000,53390000,15680000
AAON,2016-12-31,Quarter,12550000,91670000,53420000,12550000
AAON,2017-03-31,Quarter,10220000,86080000,53190000,10220000
AAON,2017-06-30,Quarter,13790000,101330000,53150000,13790000
AAON,2017-09-30,Quarter,14720000,113670000,53010000,14720000
AAON,2017-12-31,Quarter,15770000,104160000,52930000,15770000
AAON,2018-03-31,Quarter,4260000,99080000,52910000,4260000
AAON,2018-06-30,Quarter,11690000,109590000,52720000,11690000
AAON,2018-09-30,Quarter,14090000,112940000,52630000,14090000
AAON,2018-12-31,Quarter,12540000,112340000,52420000,12540000
AAON,2019-03-31,Quarter,10900000,113820000,52370000,10900000
AAON,2019-06-30,Quarter,12960000,119440000,52750000,12960000
AAON,2019-09-30,Quarter,13830000,113500000,52720000,13830000
AAON,2019-12-31,Quarter,16020000,122570000,52700000,16020000
AAON,2020-03-31,Quarter,21850000,137480000,52870000,21850000
AAON,2020-06-30,Quarter,17800000,125600000,52750000,17800000
AAON,2020-09-30,Quarter,20460000,134770000,53150000,20460000
AAON,2020-12-31,Quarter,18890000,116700000,53470000,18890000
AAON,2021-03-31,Quarter,16380000,115790000,53820000,16380000
AAON,2021-06-30,Quarter,20620000,143880000,53600000,20620000
AAON,2021-09-30,Quarter,15580000,138570000,53550000,15580000
AAON,2021-12-31,Quarter,6190000,136280000,53950000,6190000
AAON,2022-03-31,Quarter,18060000,182770000,53950000,18060000
AAON,2022-06-30,Quarter,15950000,208810000,53660000,15950000
AAON,2022-09-30,Quarter,27470000,242610000,53960000,27470000
AAON,2022-12-31,Quarter,38900000,254600000,54810000,38900000
AAON,2023-03-31,Quarter,36810000,265950000,55240000,36810000
AAON,2023-06-30,Quarter,45680000,283960000,83470000,45680000
AAON,2023-09-30,Quarter,48080000,311970000,83390000,48080000
AAON,2023-12-31,Quarter,47050000,306640000,83450000,47050000
AAON,2024-03-31,Quarter,39020000,262100000,84050000,39020000
AAON,2024-06-30,Quarter,52230000,313570000,83790000,52230000
AAON,2024-09-30,Quarter,52630000,327250000,83110000,52630000
AAP,2016-09-30,Quarter,113840000,2248860000,73860000,113840000
AAP,2016-12-31,Quarter,62370000,2082890000,73890000,62370000
AAP,2017-03-31,Quarter,107960000,2890840000,74090000,107960000
AAP,2017-06-30,Quarter,87050000,2263730000,74090000,87050000
AAP,2017-09-30,Quarter,96000000,2182230000,74110000,96000000
AAP,2017-12-31,Quarter,184500000,2036990000,74160000,184500000
AAP,2018-03-31,Quarter,136730000,2873850000,74210000,136730000
AAP,2018-06-30,Quarter,117840000,2326650000,74240000,117840000
AAP,2018-09-30,Quarter,115840000,2274980000,74190000,115840000
AAP,2018-12-31,Quarter,53440000,2105070000,73250000,53440000
AAP,2019-03-31,Quarter,142500000,2952040000,72100000,142500000
AAP,2019-06-30,Quarter,124820000,2332250000,72010000,124820000
AAP,2019-09-30,Quarter,123670000,2312110000,70660000,123670000
AAP,2019-12-31,Quarter,95910000,2112620000,69570000,95910000
AAP,2020-03-31,Quarter,43590000,2697880000,69390000,43590000
AAP,2020-06-30,Quarter,189960000,2501380000,69290000,189960000
AAP,2020-09-30,Quarter,147480000,2541930000,69270000,147480000
AAP,2020-12-31,Quarter,112000000,2365130000,67930000,112000000
AAP,2021-03-31,Quarter,185930000,3330370000,66100000,185930000
AAP,2021-06-30,Quarter,178700000,2649420000,65210000,178700000
AAP,2021-09-30,Quarter,169810000,2621230000,63350000,169810000
AAP,2021-12-31,Quarter,81670000,2396980000,62850000,81670000
AAP,2022-03-31,Quarter,139790000,3374210000,61730000,139790000
AAP,2022-06-30,Quarter,144400000,2665430000,60780000,144400000
AAP,2022-09-30,Quarter,110980000,2641340000,60380000,110980000
AAP,2022-12-31,Quarter,106700000,2473750000,59620000,106700000
AAP,2023-03-31,Quarter,42650000,3417590000,59540000,42650000
AAP,2023-06-30,Quarter,85360000,2686070000,59600000,85360000
AAP,2023-09-30,Quarter,-48630000,2719080000,59630000,-48630000
AAP,2023-12-31,Quarter,-49650000,2464870000,59680000,-49650000
AAP,2024-03-31,Quarter,40010000,3406250000,59840000,40010000
AAP,2024-06-30,Quarter,44990000,2683050000,59910000,44990000
AAP,2024-09-30,Quarter,-6010000,2147990000,59900000,-25360000
AAPL,2016-09-30,Quarter,9014000000,46852000000,5393330000,9014000000
AAPL,2016-12-31,Quarter,17891000000,78351000000,5328000000,17891000000
AAPL,2017-03-31,Quarter,11029000000,52896000000,5261690000,11029000000
AAPL,2017-06-30,Quarter,8717000000,45408000000,5233500000,8717000000
AAPL,2017-09-30,Quarter,10714000000,52579000000,5183590000,10714000000
AAPL,2017-12-31,Quarter,20065000000,88293000000,5157790000,20065000000
AAPL,2018-03-31,Quarter,13822000000,61137000000,5068490000,13822000000
AAPL,2018-06-30,Quarter,11519000000,53265000000,4926610000,11519000000
AAPL,2018-09-30,Quarter,14125000000,62900000000,4847550000,14125000000
AAPL,2018-12-31,Quarter,19965000000,84310000000,4773250000,19965000000
AAPL,2019-03-31,Quarter,11561000000,58015000000,4700650000,11561000000
AAPL,2019-06-30,Quarter,10044000000,53809000000,4601380000,10044000000
AAPL,2019-09-30,Quarter,13686000000,64040000000,4520370000,13686000000
AAPL,2019-12-31,Quarter,22236000000,91819000000,17818420000,22236000000
AAPL,2020-03-31,Quarter,11249000000,58313000000,17618760000,11249000000
AAPL,2020-06-30,Quarter,11253000000,59685000000,17419150000,11253000000
AAPL,2020-09-30,Quarter,12673000000,64698000000,17256520000,12673000000
AAPL,2020-12-31,Quarter,28755000000,111439000000,17113690000,28755000000
AAPL,2021-03-31,Quarter,23630000000,89584000000,16929160000,23630000000
AAPL,2021-06-30,Quarter,21744000000,81434000000,16781730000,21744000000
AAPL,2021-09-30,Quarter,20551000000,83360000000,16635100000,20551000000
AAPL,2021-12-31,Quarter,34630000000,123945000000,16519290000,34630000000
AAPL,2022-03-31,Quarter,25010000000,97278000000,16403320000,25010000000
AAPL,2022-06-30,Quarter,19442000000,82959000000,16262200000,19442000000
AAPL,2022-09-30,Quarter,20721000000,90146000000,16118460000,20721000000
AAPL,2022-12-31,Quarter,29998000000,117154000000,15955720000,29998000000
AAPL,2023-03-31,Quarter,24160000000,94836000000,15847050000,24160000000
AAPL,2023-06-30,Quarter,19881000000,81797000000,15775020000,19881000000
AAPL,2023-09-30,Quarter,22956000000,89498000000,15672400000,22956000000
AAPL,2023-12-31,Quarter,33916000000,119575000000,15576640000,33916000000
AAPL,2024-03-31,Quarter,23636000000,90753000000,15464710000,23636000000
AAPL,2024-06-30,Quarter,21448000000,85777000000,15348170000,21448000000
AAPL,2024-09-30,Quarter,14736000000,94930000000,15242850000,14736000000
AAPL,2024-12-31,Quarter,36330000000,124300000000,15150870000,36330000000
AAT,2016-09-30,Quarter,11860000,75980000,63270000,11860000
AAT,2016-12-31,Quarter,12410000,76560000,63370000,12410000
AAT,2017-03-31,Quarter,10310000,73790000,64060000,10310000
AAT,2017-06-30,Quarter,7590000,77110000,64090000,7590000
AAT,2017-09-30,Quarter,12510000,82340000,64090000,12510000
AAT,2017-12-31,Quarter,9730000,81750000,64100000,9730000
AAT,2018-03-31,Quarter,-690000,80730000,46940000,-690000
AAT,2018-06-30,Quarter,4410000,85020000,64130000,4410000
