act_symbol,date,reported,estimate
ADUS,2019-09-30,0.62,0.58
ADUS,2019-12-31,,
ADUS,2020-03-31,0.77,0.64
ADUS,2020-06-30,0.73,0.51
ADUS,2020-09-30,0.76,0.65
ADUS,2020-12-31,0.82,0.75
ADUS,2021-03-31,0.74,0.71
ADUS,2021-06-30,0.90,0.89
ADUS,2021-09-30,0.91,0.93
ADUS,2021-12-31,0.97,0.97
ADUS,2022-03-31,0.77,0.76
ADUS,2022-06-30,0.91,0.90
ADUS,2022-09-30,0.94,0.93
ADUS,2022-12-31,1.11,0.97
ADUS,2023-03-31,0.97,0.90
ADUS,2023-06-30,1.07,1.00
ADUS,2023-09-30,1.15,1.05
ADUS,2023-12-31,1.32,1.16
ADUS,2024-03-31,1.21,1.10
ADUS,2024-06-30,1.35,1.20
ADUS,2024-09-30,1.30,1.29
ADUS,2024-12-31,1.38,1.38
ADV,2020-09-30,0.20,
ADV,2020-12-31,,
ADV,2021-03-31,0.15,0.14
ADV,2021-06-30,0.11,0.15
ADV,2021-09-30,0.07,0.19
ADV,2021-12-31,0.25,0.23
ADV,2022-03-31,0.06,0.13
ADV,2022-06-30,0.17,0.14
ADV,2022-09-30,0.09,0.18
ADV,2022-12-31,0.49,0.15
ADV,2023-03-31,-0.15,0.07
ADV,2023-06-30,-0.03,0.10
ADV,2023-09-30,-0.07,0.13
ADV,2023-12-31,0.06,0.14
ADV,2024-03-31,-0.16,0.08
ADV,2024-06-30,-0.02,0.10
ADV,2024-09-30,-0.12,-0.02
ADV,2024-12-31,0.08,0.12
ADVM,2016-09-30,-0.35,-0.29
ADVM,2016-12-31,-0.27,-0.25
ADVM,2017-03-31,-0.38,-0.26
ADVM,2017-06-30,-0.27,-0.37
ADVM,2017-09-30,-0.32,-0.30
ADVM,2017-12-31,-0.32,-0.34
ADVM,2018-03-31,-0.30,-0.29
ADVM,2018-06-30,-0.30,-0.31
ADVM,2018-09-30,-0.26,-0.30
ADVM,2018-12-31,-0.25,-0.28
ADVM,2019-03-31,-0.23,-0.28
ADVM,2019-06-30,-0.23,-0.31
ADVM,2019-09-30,-0.25,-0.27
ADVM,2019-12-31,-0.29,-0.31
ADVM,2020-03-31,-0.31,-0.27
ADVM,2020-06-30,-0.36,-0.30
ADVM,2020-09-30,-0.31,-0.35
ADVM,2020-12-31,-0.39,-0.32
ADVM,2021-03-31,-0.29,-0.38
ADVM,2021-06-30,-0.45,-0.37
ADVM,2021-09-30,-0.39,-0.42
ADVM,2021-12-31,-0.35,-0.42
ADVM,2022-03-31,-0.38,-0.34
ADVM,2022-06-30,-0.44,-0.38
ADVM,2022-09-30,-0.40,-0.32
ADVM,2022-12-31,-0.33,-0.32
ADVM,2023-03-31,-2.90,-3.00
ADVM,2023-06-30,-3.10,-3.20
ADVM,2023-09-30,-3.30,-3.00
ADVM,2023-12-31,-2.30,-2.80
ADVM,2024-03-31,-1.50,-1.28
ADVM,2024-06-30,-0.89,-1.27
ADVM,2024-09-30,-1.30,-1.20
ADVM,2024-12-31,,
ADXN,2020-03-31,-0.99,
ADXN,2020-06-30,-0.75,
ADXN,2020-09-30,-0.78,
ADXN,2020-12-31,-0.53,
ADXN,2021-03-31,-0.53,-0.65
ADXN,2021-06-30,-0.77,-0.65
ADXN,2021-09-30,-0.72,-0.72
ADXN,2021-12-31,-0.83,-0.66
ADXN,2022-03-31,-0.97,-0.52
ADXN,2022-06-30,-1.18,-0.56
ADXN,2022-09-30,-11.20,-11.20
ADXN,2022-12-31,-5.00,
ADXN,2023-03-31,-5.20,
ADXN,2023-06-30,-5.00,
ADXN,2023-09-30,-4.07,-4.00
ADXN,2023-12-31,-4.06,
ADXN,2024-03-31,-1.37,
ADXN,2024-06-30,-1.77,-0.07
ADXN,2024-09-30,-2.77,-1.40
ADXS,2017-10-31,-0.57,-0.55
ADXS,2018-01-31,-0.49,-0.58
ADXS,2018-04-30,-4.03,-6.12
ADXS,2018-07-31,-4.05,-3.75
ADXS,2018-10-31,-4.35,-2.10
ADXS,2019-01-31,2.25,-4.20
ADXS,2019-04-30,-1.32,-1.19
ADXS,2019-07-31,-1.00,-1.24
AE,2021-03-31,-0.61,
AE,2021-06-30,0.44,
AE,2021-09-30,0.41,
AE,2021-12-31,0.64,
AE,2022-03-31,-0.24,0.42
AE,2022-06-30,0.69,0.62
AE,2022-09-30,1.06,0.70
AE,2022-12-31,-0.85,
AE,2023-03-31,-0.55,0.04
AE,2023-06-30,-0.23,-0.44
AE,2023-09-30,-0.72,-0.13
AE,2023-12-31,0.03,
AE,2024-03-31,-0.19,-0.22
AE,2024-06-30,-0.87,-0.21
AE,2024-09-30,-1.76,-0.56
AEE,2016-09-30,1.52,1.38
AEE,2016-12-31,0.13,0.15
AEE,2017-03-31,0.42,0.42
AEE,2017-06-30,0.79,0.69
AEE,2017-09-30,1.24,1.31
AEE,2017-12-31,1.24,1.31
AEE,2018-03-31,0.62,0.58
AEE,2018-06-30,0.97,0.79
AEE,2018-09-30,1.50,1.28
AEE,2018-12-31,0.28,0.32
AEE,2019-03-31,0.78,0.70
AEE,2019-06-30,0.72,0.75
AEE,2019-09-30,1.47,1.46
AEE,2019-12-31,0.38,0.31
AEE,2020-03-31,0.59,0.71
AEE,2020-06-30,0.98,0.95
AEE,2020-09-30,1.47,1.44
AEE,2020-12-31,0.46,0.43
AEE,2021-03-31,0.91,0.79
AEE,2021-06-30,0.80,0.78
AEE,2021-09-30,1.65,1.62
AEE,2021-12-31,0.48,0.50
AEE,2022-03-31,0.97,0.96
AEE,2022-06-30,0.80,0.81
AEE,2022-09-30,1.74,1.72
AEE,2022-12-31,0.63,0.56
AEE,2023-03-31,1.00,0.94
AEE,2023-06-30,0.90,0.78
AEE,2023-09-30,1.87,1.80
AEE,2023-12-31,0.60,0.61
AEE,2024-03-31,0.98,1.09
AEE,2024-06-30,0.97,0.93
AEE,2024-09-30,1.87,1.91
AEE,2024-12-31,0.77,0.79
AEG,2016-09-30,0.25,
AEG,2016-12-31,0.25,
AEG,2017-03-31,0.21,
AEG,2017-06-30,0.24,
AEG,2017-09-30,0.24,
AEG,2017-12-31,0.22,
AEG,2018-03-31,0.22,
AEG,2018-06-30,,
AEG,2018-09-30,,
AEG,2018-12-31,,
AEG,2019-03-31,,
AEG,2019-06-30,,
AEG,2019-09-30,,
AEG,2019-12-31,,
AEG,2020-03-31,,
AEG,2020-06-30,,
AEG,2020-09-30,,
AEG,2020-12-31,,
AEG,2021-03-31,,
AEG,2021-06-30,0.48,
AEG,2021-09-30,0.48,
AEG,2021-12-31,-0.05,-0.20
AEG,2022-03-31,-0.20,-0.11
AEG,2022-06-30,-0.20,-0.11
AEG,2022-09-30,-0.20,-0.11
AEG,2022-12-31,-0.10,-0.29
AEG,2023-03-31,,
AEG,2023-06-30,-0.16,
AEG,2023-09-30,,
AEG,2023-12-31,,
AEG,2024-03-31,,
AEG,2024-06-30,,
AEG,2024-09-30,,
AEG,2024-12-31,,
AEGN,2016-09-30,0.32,0.36
AEGN,2016-12-31,0.44,0.34
AEGN,2017-03-31,0.18,0.19
AEGN,2017-06-30,0.34,0.42
AEGN,2017-09-30,0.32,0.26
AEGN,2017-12-31,0.20,0.23
AEGN,2018-03-31,0.13,0.12
AEGN,2018-06-30,0.34,0.39
AEGN,2018-09-30,0.45,0.47
AEGN,2018-12-31,0.27,0.27
AEGN,2019-03-31,0.06,0.13
AEGN,2019-06-30,0.37,0.36
AEGN,2019-09-30,0.40,0.40
AEGN,2019-12-31,0.39,0.40
AEGN,2020-03-31,0.06,0.04
AEGN,2020-06-30,0.25,0.06
AEGN,2020-09-30,0.32,0.29
AEGN,2020-12-31,0.31,0.30
AEGN,2021-03-31,0.08,0.13
AEHR,2016-11-30,-0.08,-0.07
AEHR,2017-02-28,-0.14,-0.08
AEHR,2017-05-31,-0.03,-0.04
AEHR,2017-08-31,0.01,-0.01
AEHR,2017-11-30,0.02,0.00
AEHR,2021-11-30,0.05,
AEHR,2022-02-28,0.14,
AEHR,2022-05-31,0.23,
AEHR,2022-08-31,0.05,
AEHR,2022-11-30,0.16,0.07
AEHR,2023-02-28,0.16,0.16
AEHR,2023-05-31,0.23,0.20
AEHR,2023-08-31,0.18,0.20
AEHR,2023-11-30,0.23,0.18
AEHR,2024-02-29,-0.03,-0.04
AEHR,2024-05-31,0.84,0.11
AEHR,2024-08-31,0.07,0.01
AEHR,2024-11-30,0.02,0.03
AEHR,2025-02-28,0.07,0.01
AEIS,2016-09-30,0.77,0.75
AEIS,2016-12-31,1.06,0.81
AEIS,2017-03-31,1.04,0.97
AEIS,2017-06-30,1.22,1.07
AEIS,2017-09-30,1.19,1.17
AEIS,2017-12-31,1.31,1.21
AEIS,2018-03-31,1.34,1.32
AEIS,2018-06-30,1.25,1.35
AEIS,2018-09-30,1.05,1.00
AEIS,2018-12-31,0.73,0.76
AEIS,2019-03-31,0.58,0.48
AEIS,2019-06-30,0.45,0.35
AEIS,2019-09-30,0.54,0.37
AEIS,2019-12-31,0.87,0.70
AEIS,2020-03-31,0.91,0.64
AEIS,2020-06-30,1.18,0.82
AEIS,2020-09-30,1.66,1.17
AEIS,2020-12-31,1.49,1.36
AEIS,2021-03-31,1.29,1.27
AEIS,2021-06-30,1.25,1.29
AEIS,2021-09-30,0.89,0.84
AEIS,2021-12-31,1.36,0.96
AEIS,2022-03-31,1.24,0.94
AEIS,2022-06-30,1.44,1.14
AEIS,2022-09-30,2.12,1.38
AEIS,2022-12-31,1.70,1.58
AEIS,2023-03-31,1.24,1.12
AEIS,2023-06-30,1.11,1.07
AEIS,2023-09-30,1.28,1.16
AEIS,2023-12-31,1.24,1.15
AEIS,2024-03-31,0.58,0.71
AEIS,2024-06-30,0.85,0.69
AEIS,2024-09-30,0.98,0.92
AEIS,2024-12-31,1.30,1.09
AEL,2016-09-30,-0.05,0.57
AEL,2016-12-31,0.63,0.57
AEL,2017-03-31,0.66,0.58
AEL,2017-06-30,0.71,0.59
AEL,2017-09-30,0.96,0.63
AEL,2017-12-31,0.82,0.67
AEL,2018-03-31,0.85,0.83
AEL,2018-06-30,0.95,0.85
AEL,2018-09-30,0.99,0.87
AEL,2018-12-31,0.99,0.90
AEL,2019-03-31,0.97,0.91
AEL,2019-06-30,1.09,0.95
AEL,2019-09-30,2.54,0.98
AEL,2019-12-31,1.37,1.03
AEL,2020-03-31,1.67,1.15
AEL,2020-06-30,1.01,1.15
AEL,2020-09-30,0.99,1.08
AEL,2020-12-31,0.77,0.98
AEL,2021-03-31,0.43,0.59
AEL,2021-06-30,0.98,0.53
AEL,2021-09-30,1.46,0.77
AEL,2021-12-31,1.04,1.05
AEL,2022-03-31,0.92,0.95
AEL,2022-06-30,0.98,0.79
AEL,2022-09-30,0.99,0.84
AEL,2022-12-31,0.79,0.96
AEL,2023-03-31,1.47,1.15
AEL,2023-06-30,1.62,1.65
AEL,2023-09-30,2.45,1.68
AEL,2023-12-31,1.99,1.73
AEM,2016-09-30,0.22,0.19
AEM,2016-12-31,0.28,0.14
AEM,2017-03-31,0.33,0.15
AEM,2017-06-30,0.26,0.17
AEM,2017-09-30,0.28,0.17
AEM,2017-12-31,0.21,0.19
AEM,2018-03-31,0.15,0.17
AEM,2018-06-30,0.01,0.08
AEM,2018-09-30,0.01,-0.05
AEM,2018-12-31,0.14,0.03
AEM,2019-03-31,0.14,0.05
AEM,2019-06-30,0.10,0.02
AEM,2019-09-30,0.37,0.27
AEM,2019-12-31,0.37,0.35
AEM,2020-03-31,0.23,0.18
AEM,2020-06-30,0.18,0.17
AEM,2020-09-30,0.78,0.68
AEM,2020-12-31,0.67,0.67
AEM,2021-03-31,0.67,0.56
AEM,2021-06-30,0.68,0.58
AEM,2021-09-30,0.60,0.61
AEM,2021-12-31,0.46,0.55
AEM,2022-03-31,0.61,0.36
AEM,2022-06-30,0.75,0.57
AEM,2022-09-30,0.52,0.43
AEM,2022-12-31,0.41,0.39
AEM,2023-03-31,0.57,0.50
AEM,2023-06-30,0.65,0.55
AEM,2023-09-30,0.44,0.43
AEM,2023-12-31,0.57,0.48
AEM,2024-03-31,0.76,0.60
AEM,2024-06-30,1.07,0.93
AEM,2024-09-30,1.14,0.98
AEM,2024-12-31,1.26,1.17
AEO,2016-10-31,0.41,0.41
AEO,2017-01-31,0.39,0.38
AEO,2017-04-30,0.16,0.17
AEO,2017-07-31,0.19,0.16
AEO,2017-10-31,0.37,0.39
AEO,2018-01-31,0.44,0.44
AEO,2018-04-30,0.23,0.22
AEO,2018-07-31,0.34,0.31
AEO,2018-10-31,0.48,0.47
AEO,2019-01-31,0.43,0.42
AEO,2019-04-30,0.24,0.21
AEO,2019-07-31,0.39,0.32
AEO,2019-10-31,0.48,0.48
AEO,2020-01-31,0.37,0.36
AEO,2020-04-30,-0.84,-0.24
AEO,2020-07-31,-0.03,-0.14
AEO,2020-10-31,0.35,0.33
AEO,2021-01-31,0.39,0.36
AEO,2021-04-30,0.48,0.45
AEO,2021-07-31,0.60,0.55
AEO,2021-10-31,0.76,0.60
AEO,2022-01-31,0.35,0.35
AEO,2022-04-30,0.16,0.24
AEO,2022-07-31,0.04,0.13
AEO,2022-10-31,0.42,0.23
AEO,2023-01-31,0.37,0.30
AEO,2023-04-30,0.17,0.17
AEO,2023-07-31,0.25,0.15
AEO,2023-10-31,0.49,0.48
AEO,2024-01-31,0.61,0.50
AEO,2024-04-30,0.34,0.28
AEO,2024-07-31,0.39,0.38
AEO,2024-10-31,0.48,0.46
AEO,2025-01-31,0.54,0.50
AEON,2022-06-30,,
AEON,2022-09-30,,
AEON,2022-12-31,,
AEON,2023-03-31,,
AEON,2023-06-30,,
AEON,2023-09-30,,
AEON,2023-12-31,-0.71,-0.40
AEON,2024-03-31,-0.28,-0.31
AEON,2024-06-30,-0.16,-0.19
AEON,2024-09-30,-11.51,-11.51
AEON,2024-12-31,3.75,-12.95
AEP,2016-09-30,1.30,1.21
AEP,2016-12-31,0.67,0.55
AEP,2017-03-31,0.96,0.97
AEP,2017-06-30,0.75,0.82
AEP,2017-09-30,1.10,1.15
AEP,2017-12-31,0.85,0.81
AEP,2018-03-31,0.96,0.99
AEP,2018-06-30,1.01,0.88
AEP,2018-09-30,1.25,1.23
AEP,2018-12-31,0.72,0.72
AEP,2019-03-31,1.19,1.10
AEP,2019-06-30,1.00,0.98
AEP,2019-09-30,1.46,1.33
AEP,2019-12-31,0.60,0.60
AEP,2020-03-31,1.02,1.09
AEP,2020-06-30,1.08,1.06
AEP,2020-09-30,1.47,1.46
AEP,2020-12-31,0.87,0.79
AEP,2021-03-31,1.15,1.23
AEP,2021-06-30,1.18,1.14
AEP,2021-09-30,1.43,1.44
AEP,2021-12-31,0.98,0.94
AEP,2022-03-31,1.22,1.19
AEP,2022-06-30,1.20,1.18
AEP,2022-09-30,1.62,1.57
AEP,2022-12-31,1.62,1.57
AEP,2023-03-31,1.11,1.14
AEP,2023-06-30,1.13,1.14
AEP,2023-09-30,1.77,1.73
AEP,2023-12-31,1.23,1.27
AEP,2024-03-31,1.27,1.30
AEP,2024-06-30,1.25,1.23
AEP,2024-09-30,1.85,1.78
AEP,2024-12-31,1.24,1.24
AER,2016-09-30,1.68,1.42
AER,2016-12-31,2.18,1.70
AER,2017-03-31,1.38,1.45
AER,2017-06-30,1.67,1.38
AER,2017-09-30,1.62,1.47
AER,2017-12-31,1.67,1.38
AER,2018-03-31,1.72,1.54
AER,2018-06-30,1.70,1.47
AER,2018-09-30,1.79,1.55
AER,2018-12-31,1.62,1.67
AER,2019-03-31,1.68,1.60
AER,2019-06-30,2.42,1.72
AER,2019-09-30,2.01,1.88
AER,2019-12-31,2.34,1.89
AER,2020-03-31,2.14,1.77
AER,2020-06-30,1.92,1.50
AER,2020-09-30,1.24,1.37
AER,2020-12-31,1.02,0.83
AER,2021-03-31,1.93,1.12
AER,2021-06-30,2.39,1.46
AER,2021-09-30,4.04,2.57
AER,2021-12-31,1.04,2.15
AER,2022-03-31,2.23,1.39
AER,2022-06-30,1.91,1.45
AER,2022-09-30,2.21,1.39
AER,2022-12-31,2.66,1.97
AER,2023-03-31,2.34,2.00
AER,2023-06-30,2.56,2.12
AER,2023-09-30,2.81,2.44
AER,2023-12-31,3.11,2.44
AER,2024-03-31,3.29,2.31
AER,2024-06-30,3.01,2.41
AER,2024-09-30,2.41,2.41
AER,2024-12-31,3.31,2.56
AERI,2016-09-30,-0.67,-0.70
AERI,2016-12-31,-0.72,-0.65
AERI,2017-03-31,-0.62,-0.67
AERI,2017-06-30,-0.63,-0.64
AERI,2017-09-30,-0.71,-0.62
AERI,2017-12-31,-1.38,-1.29
AERI,2018-03-31,-0.83,-0.89
AERI,2018-06-30,-1.14,-1.02
AERI,2018-09-30,-1.73,-1.33
AERI,2018-12-31,-0.92,-1.06
AERI,2019-03-31,-0.78,-0.91
AERI,2019-06-30,-0.80,-0.87
AERI,2019-09-30,-0.86,-0.84
AERI,2019-12-31,-0.96,-0.75
AERI,2020-03-31,-0.84,-0.75
AERI,2020-06-30,-0.83,-0.79
AERI,2020-09-30,-0.65,-0.81
AERI,2020-12-31,-0.79,-0.75
AERI,2021-03-31,-0.72,-0.69
AERI,2021-06-30,-0.67,-0.65
AERI,2021-09-30,-0.72,-0.62
AERI,2021-12-31,1.09,-0.68
AERI,2022-03-31,-0.66,-0.65
AERI,2022-06-30,-0.32,-0.52
AERI,2022-09-30,-0.27,-0.42
AES,2016-09-30,0.32,0.33
AES,2016-12-31,0.35,0.36
AES,2017-03-31,0.17,0.20
AES,2017-06-30,0.25,0.21
AES,2017-09-30,0.24,0.29
AES,2017-12-31,0.43,0.32
AES,2018-03-31,0.28,0.25
AES,2018-06-30,0.25,0.28
AES,2018-09-30,0.35,0.29
AES,2018-12-31,0.36,0.33
AES,2019-03-31,0.28,0.30
AES,2019-06-30,0.26,0.27
AES,2019-09-30,0.48,0.40
AES,2019-12-31,0.35,0.33
AES,2020-03-31,0.29,0.32
AES,2020-06-30,0.25,0.23
AES,2020-09-30,0.42,0.43
AES,2020-12-31,0.48,0.45
AES,2021-03-31,0.28,0.30
AES,2021-06-30,0.31,0.29
AES,2021-09-30,0.50,0.45
AES,2021-12-31,0.45,0.43
AES,2022-03-31,0.21,0.23
AES,2022-06-30,0.34,0.31
AES,2022-09-30,0.63,0.54
AES,2022-12-31,0.63,0.54
AES,2023-03-31,0.49,0.46
AES,2023-06-30,0.22,0.24
AES,2023-09-30,0.60,0.55
AES,2023-12-31,0.73,0.69
AES,2024-03-31,0.50,0.32
AES,2024-06-30,0.38,0.36
AES,2024-09-30,0.71,0.60
AES,2024-12-31,0.54,0.34
AESE,2018-12-31,-0.08,
AESE,2019-03-31,-0.06,
AESE,2019-06-30,-0.04,
AESE,2019-09-30,-0.24,
AESE,2019-12-31,-0.13,
AESE,2020-03-31,-0.37,
AESE,2020-06-30,-0.18,-0.16
AESE,2020-09-30,-0.22,-0.15
AESE,2020-12-31,,
AESE,2021-03-31,-0.13,
AESE,2021-06-30,-0.11,-0.15
AESE,2021-09-30,-0.08,-0.14
AESI,2022-03-31,,
AESI,2022-06-30,,
AESI,2022-09-30,,
AESI,2022-12-31,,
AESI,2023-03-31,0.03,0.66
AESI,2023-06-30,0.69,0.64
AESI,2023-09-30,0.55,0.63
AESI,2023-12-31,0.37,0.61
AESI,2024-03-31,0.34,0.39
AESI,2024-06-30,0.16,0.31
AESI,2024-09-30,0.19,0.25
AESI,2024-12-31,0.06,0.17
AET,2016-09-30,2.07,2.02
AET,2016-12-31,1.63,1.45
AET,2017-03-31,2.71,2.36
AET,2017-06-30,3.42,2.34
AET,2017-09-30,2.45,2.06
AET,2017-12-31,1.25,1.18
AET,2018-03-31,3.19,2.97
AET,2018-06-30,3.43,3.07
AET,2018-09-30,2.96,2.84
AEVA,2019-12-31,,
AEVA,2020-03-31,,
AEVA,2020-06-30,,
AEVA,2020-09-30,,
AEVA,2020-12-31,,
AEVA,2021-03-31,-0.12,-0.09
AEVA,2021-06-30,-0.11,-0.10
AEVA,2021-09-30,-0.09,-0.10
AEVA,2021-12-31,-0.12,-0.10
AEVA,2022-03-31,-0.12,-0.15
AEVA,2022-06-30,-0.13,-0.16
AEVA,2022-09-30,-0.14,-0.18
AEVA,2022-12-31,-0.17,-0.16
AEVA,2023-03-31,-0.65,-0.80
AEVA,2023-06-30,-0.65,-0.70
AEVA,2023-09-30,-0.65,-0.70
AEVA,2023-12-31,-0.60,-0.65
AEVA,2024-03-31,-0.56,-0.58
AEVA,2024-06-30,-0.57,-0.58
AEVA,2024-09-30,-0.68,-0.72
AEVA,2024-12-31,-0.49,-0.58
AEYE,2017-09-30,0.00,
AEYE,2017-12-31,-0.50,
AEYE,2018-03-31,-0.25,
AEYE,2018-06-30,-0.17,
AEYE,2018-09-30,-0.19,-0.24
AEYE,2018-12-31,-0.15,-0.18
AEYE,2019-03-31,-0.28,-0.18
AEYE,2019-06-30,-0.27,-0.19
AEYE,2019-09-30,-0.27,-0.25
AEYE,2019-12-31,-0.16,-0.25
AEYE,2020-03-31,-0.19,-0.24
AEYE,2020-06-30,-0.16,-0.18
AEYE,2020-09-30,-0.12,-0.33
AEYE,2020-12-31,-0.30,-0.32
AEYE,2021-03-31,-0.27,-0.28
AEYE,2021-06-30,-0.17,-0.26
AEYE,2021-09-30,-0.41,-0.37
AEYE,2021-12-31,-0.44,-0.45
AEYE,2022-03-31,-0.32,-0.43
AEYE,2022-06-30,-0.23,-0.33
AEYE,2022-09-30,-0.20,-0.25
AEYE,2022-12-31,-0.20,-0.25
AEYE,2023-03-31,-0.17,-0.22
AEYE,2023-06-30,-0.02,-0.02
AEYE,2023-09-30,0.02,0.00
AEYE,2023-12-31,0.11,0.03
AEYE,2024-03-31,0.08,0.06
AEYE,2024-06-30,0.12,0.10
AEYE,2024-09-30,0.16,0.14
AEYE,2024-12-31,0.18,0.18
AEZS,2016-09-30,-0.61,-0.74
AEZS,2016-12-31,-0.71,-0.85
AEZS,2017-03-31,-0.31,-0.33
AEZS,2017-06-30,-0.46,-0.41
AEZS,2017-09-30,-0.44,-0.41
AEZS,2017-12-31,-0.24,-0.37
AEZS,2018-03-31,0.87,-0.09
AEZS,2018-06-30,-0.16,-0.32
AEZS,2018-09-30,-0.15,-0.25
AEZS,2018-12-31,-0.31,-0.19
AEZS,2019-03-31,-0.14,0.04
AEZS,2019-06-30,0.01,-0.14
AEZS,2019-09-30,-0.02,-0.17
AEZS,2020-12-31,-0.02,
AEZS,2021-03-31,-0.02,
AEZS,2021-06-30,-0.50,
AEZS,2021-09-30,-0.25,-0.50
AEZS,2021-12-31,-0.50,-0.50
AEZS,2022-03-31,-0.50,-0.50
AEZS,2022-06-30,-0.87,-0.68
AEZS,2022-09-30,-0.70,-0.68
AEZS,2022-12-31,-0.84,-0.93
AEZS,2023-03-31,-0.88,-1.07
AEZS,2023-06-30,-0.52,-0.87
AEZS,2023-09-30,-0.85,-0.61
AEZS,2023-12-31,-1.16,-0.97
AFAM,2016-09-30,0.66,0.62
AFAM,2016-12-31,0.59,0.58
AFAM,2017-03-31,0.55,0.52
AFAM,2017-06-30,0.56,0.56
AFAM,2017-09-30,0.43,0.39
AFAM,2017-12-31,0.58,0.58
AFBI,2021-12-31,-0.44,-0.45
AFBI,2022-03-31,-0.32,-0.43
AFBI,2022-06-30,-0.23,-0.33
AFBI,2022-09-30,-0.20,-0.25
AFCG,2020-03-31,,
AFCG,2020-06-30,,
AFCG,2020-09-30,,
AFCG,2020-12-31,,
AFCG,2021-03-31,0.45,0.31
AFCG,2021-06-30,0.43,0.55
AFCG,2021-09-30,0.44,0.43
AFCG,2021-12-31,0.52,0.53
AFCG,2022-03-31,0.62,0.61
AFCG,2022-06-30,0.69,0.60
AFCG,2022-09-30,0.59,0.67
AFCG,2022-12-31,0.62,0.57
AFCG,2023-03-31,0.57,0.55
AFCG,2023-06-30,0.49,0.55
AFCG,2023-09-30,0.49,0.48
AFCG,2023-12-31,0.49,0.50
AFCG,2024-03-31,0.49,0.50
AFCG,2024-06-30,0.56,0.50
AFCG,2024-09-30,0.56,0.50
AFCG,2024-12-31,0.35,0.34
AFG,2016-09-30,1.51,1.53
AFG,2016-12-31,1.98,1.62
AFG,2017-03-31,1.69,1.37
AFG,2017-06-30,1.61,1.30
AFG,2017-09-30,1.06,0.85
AFG,2017-12-31,2.20,1.65
AFG,2018-03-31,2.42,1.94
AFG,2018-06-30,2.04,1.88
AFG,2018-09-30,2.19,1.83
AFG,2018-12-31,1.75,1.84
AFG,2019-03-31,2.02,2.05
AFG,2019-06-30,2.12,2.01
AFG,2019-09-30,2.25,1.95
AFG,2019-12-31,2.22,2.21
AFG,2020-03-31,1.88,1.85
AFG,2020-06-30,1.05,1.66
AFG,2020-09-30,2.45,1.55
AFG,2020-12-31,3.09,1.81
AFG,2021-03-31,2.38,1.74
AFG,2021-06-30,2.39,1.64
AFG,2021-09-30,2.71,1.97
AFG,2021-12-31,4.12,2.98
AFG,2022-03-31,3.56,2.45
AFG,2022-06-30,2.85,2.24
AFG,2022-09-30,2.24,2.20
AFG,2022-12-31,2.99,2.95
AFG,2023-03-31,2.89,2.88
AFG,2023-06-30,2.38,2.85
AFG,2023-09-30,2.45,2.47
AFG,2023-12-31,2.84,2.81
AFG,2024-03-31,2.76,2.77
AFG,2024-06-30,2.56,2.53
AFG,2024-09-30,2.31,2.51
AFG,2024-12-31,3.12,3.20
AFH,2016-09-30,0.52,0.36
AFH,2016-12-31,-2.27,
AFH,2017-03-31,0.61,
AFH,2017-06-30,0.72,0.42
AFH,2017-09-30,0.63,0.42
AFH,2017-12-31,-5.57,-3.91
AFH,2018-03-31,0.53,0.43
AFH,2018-06-30,0.61,0.42
AFH,2018-09-30,0.62,0.43
AFH,2018-12-31,-3.48,
AFH,2019-03-31,,
AFH,2019-06-30,,
AFH,2019-09-30,,
AFH,2019-12-31,,
AFH,2020-03-31,,
AFI,2016-09-30,0.39,0.30
AFI,2016-12-31,-0.09,-0.17
AFI,2017-03-31,-0.13,-0.11
AFI,2017-06-30,0.26,0.38
AFI,2017-09-30,0.20,0.19
AFI,2017-12-31,-0.12,-0.20
AFI,2018-03-31,-0.24,-0.22
AFI,2018-06-30,0.47,0.26
AFI,2018-09-30,0.46,0.32
AFI,2018-12-31,-0.35,-0.18
AFI,2019-03-31,-0.49,-0.28
AFI,2019-06-30,0.36,0.04
AFI,2019-09-30,-0.51,0.20
AFI,2019-12-31,-1.05,-0.85
AFI,2020-03-31,-0.58,-0.90
AFIB,2019-06-30,,
AFIB,2019-09-30,,
AFIB,2019-12-31,,
AFIB,2020-03-31,,
AFIB,2020-06-30,-32.24,
AFIB,2020-09-30,-0.91,-1.11
AFIB,2020-12-31,-0.89,-0.71
AFIB,2021-03-31,-0.97,-0.70
AFIB,2021-06-30,-0.89,-1.00
AFIB,2021-09-30,-0.87,-0.92
AFIB,2021-12-31,-1.00,-0.92
AFIB,2022-03-31,-1.00,-0.99
AFIB,2022-06-30,0.16,-0.83
AFIB,2022-09-30,-0.72,-0.83
AFIB,2022-12-31,0.41,-0.70
AFIB,2023-03-31,-0.57,-0.66
AFIB,2023-06-30,-0.63,-0.61
AFIB,2023-09-30,-0.45,-0.57
AFIN,2018-09-30,0.07,
AFIN,2018-12-31,0.26,
AFIN,2019-03-31,0.25,
AFIN,2019-06-30,0.28,
AFIN,2019-09-30,0.24,0.25
AFIN,2019-12-31,0.24,0.26
AFIN,2020-03-31,0.23,0.24
AFIN,2020-06-30,0.20,0.23
AFIN,2020-09-30,0.23,0.23
AFIN,2020-12-31,0.24,0.24
AFIN,2021-03-31,0.24,0.24
AFIN,2021-06-30,0.26,0.22
AFIN,2021-09-30,0.30,0.23
AFL,2016-12-31,1.54,1.64
