act_symbol,date,reported,estimate
A,2016-10-31,0.59,0.52
A,2017-01-31,0.53,0.49
A,2017-04-30,0.58,0.48
A,2017-07-31,0.59,0.52
A,2017-10-31,0.67,0.63
A,2018-01-31,0.66,0.58
A,2018-04-30,0.65,0.65
A,2018-07-31,0.67,0.63
A,2018-10-31,0.81,0.73
A,2019-01-31,0.76,0.73
A,2019-04-30,0.71,0.72
A,2019-07-31,0.76,0.72
A,2019-10-31,0.89,0.86
A,2020-01-31,0.81,0.81
A,2020-04-30,0.71,0.58
A,2020-07-31,0.78,0.66
A,2020-10-31,0.98,0.91
A,2021-01-31,1.06,0.89
A,2021-04-30,0.97,0.82
A,2021-07-31,1.10,0.99
A,2021-10-31,1.21,1.17
A,2022-01-31,1.21,1.17
A,2022-04-30,1.13,1.11
A,2022-07-31,1.34,1.20
A,2022-10-31,1.53,1.39
A,2023-01-31,1.37,1.31
A,2023-04-30,1.27,1.27
A,2023-07-31,1.43,1.37
A,2023-10-31,1.38,1.34
A,2024-01-31,1.29,1.21
A,2024-04-30,1.22,1.19
A,2024-07-31,1.32,1.25
A,2024-10-31,1.46,1.41
A,2025-01-31,1.31,1.27
AA,2016-12-31,0.14,0.22
AA,2017-03-31,0.63,0.55
AA,2017-06-30,0.62,0.60
AA,2017-09-30,0.72,0.75
AA,2017-12-31,1.04,1.23
AA,2018-03-31,0.77,0.60
AA,2018-06-30,1.52,1.33
AA,2018-09-30,0.63,0.25
AA,2018-12-31,0.66,0.32
AA,2019-03-31,-0.23,-0.17
AA,2019-06-30,-0.01,-0.34
AA,2019-09-30,-0.44,-0.35
AA,2019-12-31,-0.31,-0.22
AA,2020-03-31,-0.23,-0.29
AA,2020-06-30,-0.02,-0.06
AA,2020-09-30,-1.17,-1.51
AA,2020-12-31,0.26,0.15
AA,2021-03-31,0.79,0.48
AA,2021-06-30,1.49,1.35
AA,2021-09-30,2.05,1.85
AA,2021-12-31,2.50,2.04
AA,2022-03-31,3.06,2.99
AA,2022-06-30,2.67,2.60
AA,2022-09-30,-0.33,0.09
AA,2022-12-31,-0.70,-0.85
AA,2023-03-31,-0.23,-0.05
AA,2023-06-30,-0.35,-0.59
AA,2023-09-30,-1.14,-1.13
AA,2023-12-31,-0.56,-0.99
AA,2024-03-31,-0.81,-0.62
AA,2024-06-30,0.16,0.11
AA,2024-09-30,0.57,0.23
AA,2024-12-31,1.04,0.93
AAAP,2016-09-30,-0.18,-0.09
AAAP,2016-12-31,-0.18,-0.20
AAAP,2017-03-31,-0.28,-0.19
AAAP,2017-06-30,-0.24,-0.13
AAAP,2017-09-30,-0.61,-0.18
AABA,2018-03-31,,
AABA,2018-06-30,,
AABA,2018-09-30,,
AABA,2018-12-31,,
AABA,2019-03-31,,
AAC,2016-09-30,0.19,0.24
AAC,2016-12-31,0.15,0.14
AAC,2017-03-31,0.12,0.04
AAC,2017-06-30,0.26,0.14
AAC,2017-09-30,0.12,0.05
AAC,2017-12-31,0.13,0.10
AAC,2018-03-31,0.13,0.10
AAC,2018-06-30,0.09,0.18
AAC,2018-09-30,-0.08,0.21
AAC,2018-12-31,-0.85,
AAC,2019-03-31,-0.79,-0.13
AAC,2019-06-30,-0.50,-0.10
AADI,2020-09-30,-1.80,-2.10
AADI,2020-12-31,-1.50,-1.95
AADI,2021-03-31,-0.90,-1.35
AADI,2021-06-30,-1.35,-6.00
AADI,2021-09-30,-1.37,-0.59
AADI,2021-12-31,-0.77,
AADI,2022-03-31,-0.66,-0.68
AADI,2022-06-30,-0.73,-0.72
AADI,2022-09-30,-0.68,-0.75
AADI,2022-12-31,-0.52,-0.65
AADI,2023-03-31,-0.57,-0.58
AADI,2023-06-30,-0.67,-0.64
AADI,2023-09-30,-0.60,-0.73
AADI,2023-12-31,-0.60,-0.67
AADI,2024-03-31,-0.68,-0.66
AADI,2024-06-30,-0.54,-0.71
AADI,2024-09-30,-0.46,-0.46
AAIC,2019-12-31,0.18,
AAIC,2020-03-31,0.17,
AAIC,2020-06-30,-0.01,
AAIC,2020-09-30,0.03,
AAIC,2020-12-31,0.12,
AAIC,2021-03-31,0.03,
AAIC,2021-06-30,0.07,
AAIC,2021-09-30,0.06,
AAIC,2021-12-31,0.02,
AAIC,2022-03-31,0.05,
AAIC,2022-06-30,0.05,
AAIC,2022-09-30,0.11,
AAIC,2022-12-31,0.09,
AAIC,2023-03-31,0.05,
AAIC,2023-06-30,0.06,
AAIC,2023-09-30,0.07,
AAL,2016-09-30,2.80,1.68
AAL,2016-12-31,0.92,0.92
AAL,2017-03-31,0.61,0.57
AAL,2017-06-30,1.92,1.87
AAL,2017-09-30,1.42,1.39
AAL,2017-12-31,0.95,0.92
AAL,2018-03-31,0.75,0.74
AAL,2018-06-30,1.63,1.59
AAL,2018-09-30,1.13,1.12
AAL,2018-12-31,1.04,1.02
AAL,2019-03-31,0.52,0.51
AAL,2019-06-30,1.82,1.77
AAL,2019-09-30,1.42,1.38
AAL,2019-12-31,1.15,1.15
AAL,2020-03-31,-2.65,-2.16
AAL,2020-06-30,-7.82,-6.75
AAL,2020-09-30,-5.54,-5.62
AAL,2020-12-31,-3.86,-3.92
AAL,2021-03-31,-4.32,-4.35
AAL,2021-06-30,-1.69,-1.80
AAL,2021-09-30,-0.99,-1.04
AAL,2021-12-31,-1.42,-1.51
AAL,2022-03-31,-2.32,-2.43
AAL,2022-06-30,0.76,0.79
AAL,2022-09-30,0.69,0.54
AAL,2022-12-31,1.17,1.14
AAL,2023-03-31,0.05,0.04
AAL,2023-06-30,1.92,1.58
AAL,2023-09-30,0.38,0.26
AAL,2023-12-31,0.29,0.06
AAL,2024-03-31,-0.34,-0.28
AAL,2024-06-30,1.09,1.04
AAL,2024-09-30,0.30,0.13
AAL,2024-12-31,0.86,0.64
AAMI,2024-09-30,0.59,0.52
AAMI,2024-12-31,1.30,1.03
AAN,2016-09-30,0.50,0.47
AAN,2016-12-31,0.50,0.45
AAN,2017-03-31,0.80,0.66
AAN,2017-06-30,0.68,0.58
AAN,2017-09-30,0.43,0.54
AAN,2017-12-31,0.65,0.54
AAN,2018-03-31,0.81,0.95
AAN,2018-06-30,0.84,0.76
AAN,2018-09-30,0.69,0.75
AAN,2018-12-31,1.02,1.03
AAN,2019-03-31,1.08,0.93
AAN,2019-06-30,0.93,0.88
AAN,2019-09-30,0.73,0.82
AAN,2019-12-31,1.15,1.06
AAN,2020-03-31,0.85,0.75
AAN,2020-06-30,1.18,0.82
AAN,2020-09-30,1.80,1.43
AAN,2020-12-31,0.79,0.78
AAN,2021-03-31,1.24,0.56
AAN,2021-06-30,1.05,0.64
AAN,2021-09-30,0.83,0.53
AAN,2021-12-31,0.60,0.37
AAN,2022-03-31,0.87,0.68
AAN,2022-06-30,0.79,0.66
AAN,2022-09-30,0.31,0.16
AAN,2022-12-31,0.09,-0.02
AAN,2023-03-31,0.66,0.28
AAN,2023-06-30,0.39,0.18
AAN,2023-09-30,0.01,0.06
AAN,2023-12-31,-0.26,0.03
AAN,2024-03-31,-0.15,-0.08
AAN,2024-06-30,-0.07,0.03
AAOI,2016-09-30,0.38,0.28
AAOI,2016-12-31,0.84,0.79
AAOI,2017-03-31,1.10,0.95
AAOI,2017-06-30,1.54,1.35
AAOI,2017-09-30,1.08,1.04
AAOI,2017-12-31,0.89,0.82
AAOI,2018-03-31,0.28,0.33
AAOI,2018-06-30,0.64,0.44
AAOI,2018-09-30,0.14,0.00
AAOI,2018-12-31,-0.16,-0.16
AAOI,2019-03-31,-0.42,-0.32
AAOI,2019-06-30,-0.41,-0.47
AAOI,2019-09-30,-0.15,-0.24
AAOI,2019-12-31,-0.18,-0.23
AAOI,2020-03-31,-0.44,-0.38
AAOI,2020-06-30,-0.24,-0.25
AAOI,2020-09-30,-0.06,-0.08
AAOI,2020-12-31,-0.20,-0.23
AAOI,2021-03-31,-0.21,-0.27
AAOI,2021-06-30,-0.15,-0.18
AAOI,2021-09-30,-0.20,-0.28
AAOI,2021-12-31,-0.20,-0.22
AAOI,2022-03-31,-0.29,-0.31
AAOI,2022-06-30,-0.28,-0.30
AAOI,2022-09-30,-0.26,-0.29
AAOI,2022-12-31,-0.19,-0.30
AAOI,2023-03-31,-0.25,-0.18
AAOI,2023-06-30,-0.21,-0.28
AAOI,2023-09-30,-0.05,-0.05
AAOI,2023-12-31,0.04,0.00
AAOI,2024-03-31,-0.31,-0.29
AAOI,2024-06-30,-0.28,-0.29
AAOI,2024-09-30,-0.28,-0.26
AAOI,2024-12-31,-0.02,-0.02
AAON,2016-09-30,0.29,0.29
AAON,2016-12-31,0.21,0.24
AAON,2017-03-31,0.19,0.20
AAON,2017-06-30,0.26,0.28
AAON,2017-09-30,0.28,0.30
AAON,2017-12-31,0.22,0.24
AAON,2018-03-31,0.08,0.24
AAON,2018-06-30,0.22,0.20
AAON,2018-09-30,0.27,0.30
AAON,2018-12-31,0.24,0.25
AAON,2019-03-31,0.21,0.24
AAON,2019-06-30,0.25,0.31
AAON,2019-09-30,0.26,0.28
AAON,2019-12-31,0.33,0.27
AAON,2020-03-31,0.41,0.35
AAON,2020-06-30,0.34,0.38
AAON,2020-09-30,0.38,
AAON,2020-12-31,0.35,0.27
AAON,2021-03-31,0.30,0.24
AAON,2021-06-30,0.38,0.33
AAON,2021-09-30,0.29,0.39
AAON,2021-12-31,0.18,0.27
AAON,2022-03-31,0.33,0.31
AAON,2022-06-30,0.30,0.42
AAON,2022-09-30,0.51,0.44
AAON,2022-12-31,0.71,0.55
AAON,2023-03-31,0.67,0.54
AAON,2023-06-30,0.82,0.63
AAON,2023-09-30,0.64,0.55
AAON,2023-12-31,0.56,0.53
AAON,2024-03-31,0.46,0.53
AAON,2024-06-30,0.62,0.54
AAON,2024-09-30,0.63,0.58
AAON,2024-12-31,0.30,0.54
AAP,2016-09-30,1.73,1.72
AAP,2016-12-31,1.00,1.09
AAP,2017-03-31,1.60,2.12
AAP,2017-06-30,1.58,1.65
AAP,2017-09-30,1.43,1.20
AAP,2017-12-31,0.77,0.65
AAP,2018-03-31,2.10,1.98
AAP,2018-06-30,1.97,1.85
AAP,2018-09-30,1.89,1.77
AAP,2018-12-31,1.17,1.14
AAP,2019-03-31,2.46,2.36
AAP,2019-06-30,2.00,2.22
AAP,2019-09-30,2.10,2.07
AAP,2019-12-31,1.64,1.36
AAP,2020-03-31,0.91,1.61
AAP,2020-06-30,2.92,1.97
AAP,2020-09-30,2.81,2.63
AAP,2020-12-31,1.87,1.93
AAP,2021-03-31,3.34,3.08
AAP,2021-06-30,3.40,2.95
AAP,2021-09-30,3.21,2.78
AAP,2021-12-31,2.07,1.97
AAP,2022-03-31,3.57,3.53
AAP,2022-06-30,3.74,3.74
AAP,2022-09-30,2.84,3.32
AAP,2022-12-31,2.88,2.41
AAP,2023-03-31,0.72,2.60
AAP,2023-06-30,1.43,1.72
AAP,2023-09-30,-0.82,1.42
AAP,2023-12-31,-0.59,0.24
AAP,2024-03-31,0.67,0.69
AAP,2024-06-30,0.75,0.97
AAP,2024-09-30,-0.04,0.52
AAP,2024-12-31,-1.18,-1.38
AAPG,2024-12-31,,
AAPL,2016-09-30,1.67,1.66
AAPL,2016-12-31,3.36,3.22
AAPL,2017-03-31,2.10,2.02
AAPL,2017-06-30,1.67,1.57
AAPL,2017-09-30,2.07,1.87
AAPL,2017-12-31,3.89,3.82
AAPL,2018-03-31,2.73,2.69
AAPL,2018-06-30,2.34,2.17
AAPL,2018-09-30,2.91,2.79
AAPL,2018-12-31,4.18,4.17
AAPL,2019-03-31,2.46,2.37
AAPL,2019-06-30,2.18,2.10
AAPL,2019-09-30,3.03,2.84
AAPL,2019-12-31,4.99,4.54
AAPL,2020-03-31,2.55,2.09
AAPL,2020-06-30,2.58,2.03
AAPL,2020-09-30,0.73,0.69
AAPL,2020-12-31,1.68,1.41
AAPL,2021-03-31,1.40,1.00
AAPL,2021-06-30,1.30,1.00
AAPL,2021-09-30,1.24,1.24
AAPL,2021-12-31,2.10,1.89
AAPL,2022-03-31,1.52,1.43
AAPL,2022-06-30,1.20,1.14
AAPL,2022-09-30,1.29,1.26
AAPL,2022-12-31,1.88,1.93
AAPL,2023-03-31,1.88,1.93
AAPL,2023-06-30,1.52,1.44
AAPL,2023-09-30,1.46,1.39
AAPL,2023-12-31,2.18,2.09
AAPL,2024-03-31,1.53,1.51
AAPL,2024-06-30,1.40,1.34
AAPL,2024-09-30,1.64,1.49
AAPL,2024-12-31,2.40,2.36
AARD,2024-09-30,,
AARD,2024-12-31,,
AAT,2016-09-30,0.19,0.48
AAT,2016-12-31,0.48,0.49
AAT,2017-03-31,0.44,0.47
AAT,2017-06-30,0.49,0.50
AAT,2017-09-30,0.52,0.54
AAT,2017-12-31,0.46,0.54
AAT,2018-03-31,0.51,0.50
AAT,2018-06-30,0.58,0.51
AAT,2018-09-30,0.53,0.50
AAT,2018-12-31,0.47,0.47
AAT,2019-03-31,0.56,0.56
AAT,2019-06-30,0.51,0.52
AAT,2019-09-30,0.57,0.55
AAT,2019-12-31,0.56,0.59
AAT,2020-03-31,0.56,0.60
AAT,2020-06-30,0.48,0.37
AAT,2020-09-30,0.44,0.47
AAT,2020-12-31,0.41,0.45
AAT,2021-03-31,0.38,0.35
AAT,2021-06-30,0.51,0.43
AAT,2021-09-30,0.57,0.50
AAT,2021-12-31,0.54,0.47
AAT,2022-03-31,0.57,0.52
AAT,2022-06-30,0.58,0.54
AAT,2022-09-30,0.63,0.55
AAT,2022-12-31,0.56,0.55
AAT,2023-03-31,0.66,0.58
AAT,2023-06-30,0.59,0.54
AAT,2023-09-30,0.59,0.55
AAT,2023-12-31,0.57,0.56
AAT,2024-03-31,0.71,0.67
AAT,2024-06-30,0.60,0.53
AAT,2024-09-30,0.71,0.54
AAT,2024-12-31,0.55,0.50
AAU,2018-06-30,-0.01,
AAU,2018-09-30,-0.01,
AAU,2018-12-31,-0.01,
AAU,2019-03-31,-0.01,
AAU,2019-06-30,0.00,
AAV,2016-09-30,0.03,
AAV,2016-12-31,0.04,
AAV,2017-03-31,0.06,
AAV,2017-06-30,0.06,0.06
AAV,2017-09-30,0.06,0.06
AAV,2017-12-31,0.04,0.04
AAV,2018-03-31,0.04,0.07
AAV,2018-06-30,0.04,0.07
AAWW,2016-09-30,1.09,1.18
AAWW,2016-12-31,2.24,2.23
AAWW,2017-03-31,0.31,0.30
AAWW,2017-06-30,1.09,0.85
AAWW,2017-09-30,1.08,1.13
AAWW,2017-12-31,2.43,2.08
AAWW,2018-03-31,0.86,0.57
AAWW,2018-06-30,1.75,1.25
AAWW,2018-09-30,1.54,1.36
AAWW,2018-12-31,3.12,2.90
AAWW,2019-03-31,0.98,0.86
AAWW,2019-06-30,0.17,0.57
AAWW,2019-09-30,0.37,0.97
AAWW,2019-12-31,3.80,2.93
AAWW,2020-03-31,1.15,-0.02
AAWW,2020-06-30,4.71,2.07
AAWW,2020-09-30,2.84,2.34
AAWW,2020-12-31,4.83,3.25
AAWW,2021-03-31,2.45,1.75
AAWW,2021-06-30,4.10,3.15
AAWW,2021-09-30,4.88,4.12
AAWW,2021-12-31,7.05,6.11
AAWW,2022-03-31,2.99,2.59
AAWW,2022-06-30,3.36,3.30
AAWW,2022-09-30,2.69,4.50
AAWW,2022-12-31,5.17,5.10
AAXN,2016-09-30,0.07,0.05
AAXN,2016-12-31,0.12,0.11
AAXN,2017-03-31,0.07,0.03
AAXN,2017-06-30,0.04,0.04
AAXN,2017-09-30,0.01,0.05
AAXN,2017-12-31,0.18,-0.03
AAXN,2018-03-31,0.32,0.04
AAXN,2018-06-30,0.18,0.09
AAXN,2018-09-30,0.20,0.12
AAXN,2018-12-31,0.03,0.04
AAXN,2019-03-31,0.21,0.16
AAXN,2019-06-30,0.14,0.16
AAXN,2019-09-30,0.28,0.26
AAXN,2019-12-31,0.41,0.39
AAXN,2020-03-31,0.40,0.18
AAXN,2020-06-30,-0.01,0.16
AAXN,2020-09-30,0.40,0.20
AB,2016-12-31,0.67,0.48
AB,2017-03-31,0.46,0.44
AB,2017-06-30,0.49,0.47
AB,2017-09-30,0.51,0.52
AB,2017-12-31,0.84,0.66
AB,2018-03-31,0.73,0.67
AB,2018-06-30,0.62,0.59
AB,2018-09-30,0.69,0.62
AB,2018-12-31,0.64,0.64
AB,2019-03-31,0.49,0.54
AB,2019-06-30,0.56,0.58
AB,2019-09-30,0.63,0.63
AB,2019-12-31,0.85,0.71
AB,2020-03-31,0.64,0.63
AB,2020-06-30,0.61,0.62
AB,2020-09-30,0.69,0.69
AB,2020-12-31,0.97,0.83
AB,2021-03-31,0.81,0.76
AB,2021-06-30,0.91,0.84
AB,2021-09-30,0.89,0.86
AB,2021-12-31,1.29,1.00
AB,2022-03-31,0.90,0.80
AB,2022-06-30,0.71,0.70
AB,2022-09-30,0.64,0.60
AB,2022-12-31,0.70,0.58
AB,2023-03-31,0.66,0.63
AB,2023-06-30,0.61,0.66
AB,2023-09-30,0.65,0.62
AB,2023-12-31,0.77,0.64
AB,2024-03-31,0.73,0.71
AB,2024-06-30,0.71,0.66
AB,2024-09-30,0.77,0.73
AB,2024-12-31,1.05,0.85
ABAT,2023-06-30,,
ABAT,2023-09-30,-0.16,
ABAT,2023-12-31,-0.19,
ABAT,2024-03-31,-0.19,-0.14
ABAT,2024-06-30,-0.24,-0.13
ABAX,2016-12-31,0.30,0.30
ABAX,2017-03-31,0.33,0.32
ABAX,2017-06-30,0.28,0.32
ABAX,2017-09-30,0.29,0.29
ABAX,2017-12-31,0.31,0.29
ABAX,2018-03-31,0.42,0.32
ABB,2016-09-30,0.32,0.29
ABB,2016-12-31,0.33,0.27
ABB,2017-03-31,0.28,0.26
ABB,2017-06-30,0.30,0.29
ABB,2017-09-30,0.34,0.30
ABB,2017-12-31,0.33,0.25
ABB,2018-03-31,0.31,0.31
ABB,2018-06-30,0.37,0.36
ABB,2018-09-30,0.34,0.38
ABB,2018-12-31,0.30,0.40
ABB,2019-03-31,0.31,
ABB,2019-06-30,0.34,0.26
ABB,2019-09-30,0.33,
ABB,2019-12-31,0.27,
ABB,2020-03-31,0.30,
ABB,2020-06-30,0.22,0.11
ABB,2020-09-30,0.21,0.21
ABB,2020-12-31,0.26,0.16
ABB,2021-03-31,0.31,0.28
ABB,2021-06-30,0.37,0.36
ABB,2021-09-30,0.37,0.34
ABB,2021-12-31,0.34,0.35
ABB,2022-03-31,0.31,0.34
ABB,2022-06-30,0.20,0.30
ABB,2022-09-30,0.20,0.28
ABB,2022-12-31,0.60,0.39
ABB,2023-03-31,0.56,0.40
ABBV,2016-09-30,1.21,1.21
ABBV,2016-12-31,1.20,1.20
ABBV,2017-03-31,1.28,1.26
ABBV,2017-06-30,1.42,1.40
ABBV,2017-09-30,1.41,1.39
ABBV,2017-12-31,1.48,1.44
ABBV,2018-03-31,1.87,1.80
ABBV,2018-06-30,2.00,1.98
ABBV,2018-09-30,2.14,2.01
ABBV,2018-12-31,1.90,1.92
ABBV,2019-03-31,2.14,2.06
ABBV,2019-06-30,2.26,2.21
ABBV,2019-09-30,2.33,2.29
ABBV,2019-12-31,2.21,2.20
ABBV,2020-03-31,2.42,2.27
ABBV,2020-06-30,2.34,2.24
ABBV,2020-09-30,2.83,2.75
ABBV,2020-12-31,2.92,2.85
ABBV,2021-03-31,2.95,2.77
ABBV,2021-06-30,3.11,3.11
ABBV,2021-09-30,3.33,3.23
ABBV,2021-12-31,3.31,3.29
ABBV,2022-03-31,3.16,3.15
ABBV,2022-06-30,3.37,3.31
ABBV,2022-09-30,3.66,3.56
ABBV,2022-12-31,3.60,3.54
ABBV,2023-03-31,2.46,2.44
ABBV,2023-06-30,2.91,2.79
ABBV,2023-09-30,2.95,2.86
ABBV,2023-12-31,2.79,2.76
ABBV,2024-03-31,2.31,2.26
ABBV,2024-06-30,2.65,2.57
ABBV,2024-09-30,3.00,2.92
ABBV,2024-12-31,2.16,2.13
ABC,2016-09-30,1.30,1.22
ABC,2016-12-31,1.36,1.24
ABC,2017-03-31,1.77,1.71
ABC,2017-06-30,1.43,1.37
ABC,2017-09-30,1.33,1.32
ABC,2017-12-31,1.55,1.35
ABC,2018-03-31,1.94,1.83
ABC,2018-06-30,1.54,1.45
ABC,2018-09-30,1.45,1.44
ABC,2018-12-31,1.60,1.50
ABC,2019-03-31,2.11,1.96
ABC,2019-06-30,1.76,1.63
ABC,2019-09-30,1.61,1.58
ABC,2019-12-31,1.76,1.67
ABC,2020-03-31,2.40,2.28
ABC,2020-06-30,1.85,1.58
ABC,2020-09-30,1.89,1.87
ABC,2020-12-31,2.18,1.94
ABC,2021-03-31,2.53,2.51
ABC,2021-06-30,2.16,2.01
ABC,2021-09-30,2.39,2.36
ABC,2021-12-31,2.58,2.59
ABC,2022-03-31,3.22,2.99
ABC,2022-06-30,2.62,2.57
ABC,2022-09-30,2.60,2.58
ABC,2022-12-31,2.71,2.62
ABC,2023-03-31,3.50,3.29
ABC,2023-06-30,2.92,2.83
ABCB,2016-12-31,0.62,0.53
ABCB,2017-03-31,0.60,0.59
ABCB,2017-06-30,0.63,0.65
ABCB,2017-09-30,0.63,0.65
ABCB,2017-12-31,0.63,0.63
ABCB,2018-03-31,0.73,0.78
ABCB,2018-06-30,0.74,0.84
ABCB,2018-09-30,0.91,0.90
ABCB,2018-12-31,0.96,0.93
ABCB,2019-03-31,0.90,0.92
ABCB,2019-06-30,0.96,0.96
ABCB,2019-09-30,0.98,0.95
ABCB,2019-12-31,0.96,0.96
ABCB,2020-03-31,0.56,0.75
ABCB,2020-06-30,0.61,0.60
ABCB,2020-09-30,1.69,0.90
ABCB,2020-12-31,1.47,1.17
ABCB,2021-03-31,1.66,1.12
ABCB,2021-06-30,1.25,1.21
ABCB,2021-09-30,1.20,1.20
ABCB,2021-12-31,1.17,1.16
ABCB,2022-03-31,1.08,1.08
ABCB,2022-06-30,1.18,1.19
ABCB,2022-09-30,1.32,1.34
ABCB,2022-12-31,1.17,1.34
ABCB,2023-03-31,0.86,1.20
ABCB,2023-06-30,0.91,1.12
ABCB,2023-09-30,1.16,1.13
ABCB,2023-12-31,1.07,1.12
ABCB,2024-03-31,1.10,1.06
ABCB,2024-06-30,1.17,1.15
ABCB,2024-09-30,1.38,1.26
ABCB,2024-12-31,1.38,1.20
ABCD,2017-03-31,0.05,
ABCD,2017-06-30,0.12,
ABCD,2017-09-30,0.14,
ABCD,2017-12-31,-0.02,
ABCD,2018-03-31,0.05,0.05
ABCD,2018-06-30,0.09,0.10
ABCD,2018-09-30,0.12,0.13
ABCL,2019-12-31,,
ABCL,2020-03-31,,
ABCL,2020-06-30,,
ABCL,2020-09-30,,
ABCL,2020-12-31,,
ABCL,2021-03-31,0.37,0.37
ABCL,2021-06-30,-0.01,0.09
ABCL,2021-09-30,-0.08,-0.05
ABCL,2021-12-31,0.19,0.21
ABCL,2022-03-31,0.54,0.47
ABCL,2022-06-30,-0.02,0.04
ABCL,2022-09-30,0.08,0.09
ABCL,2022-12-31,-0.10,0.01
ABCL,2023-03-31,-0.14,-0.12
ABCL,2023-06-30,-0.14,-0.12
ABCL,2023-09-30,-0.11,-0.13
ABCL,2023-12-31,-0.17,-0.14
ABCL,2024-03-31,-0.14,-0.16
ABCL,2024-06-30,-0.13,-0.15
ABCL,2024-09-30,-0.17,-0.14
ABCL,2024-12-31,-0.11,-0.15
ABCM,2019-09-30,,
ABCM,2019-12-31,,
ABCM,2020-03-31,,
ABCM,2020-06-30,,
ABCM,2020-09-30,,
ABCM,2020-12-31,,
ABCM,2021-03-31,,
ABCM,2021-06-30,,
ABCM,2021-09-30,,
ABCM,2021-12-31,,
ABCM,2022-03-31,,
ABCM,2022-06-30,,
ABCM,2022-09-30,,
ABCM,2022-12-31,,
ABCM,2023-03-31,,
ABCM,2023-06-30,,
ABCO,2016-09-30,0.28,0.40
ABCO,2016-12-31,1.03,0.55
ABCO,2017-03-31,0.47,0.36
ABCO,2017-06-30,0.37,0.44
ABCO,2017-09-30,0.27,0.48
ABDC,2018-09-30,0.22,0.21
ABDC,2018-12-31,0.27,0.22
ABDC,2019-03-31,0.22,0.22
ABDC,2019-06-30,0.20,0.20
ABDC,2019-09-30,0.13,0.19
ABEO,2016-09-30,-0.08,-0.17
ABEO,2016-12-31,-0.19,-0.13
ABEO,2017-03-31,-0.13,-0.13
ABEO,2017-06-30,-0.21,-0.13
ABEO,2017-09-30,-0.13,-0.18
ABEO,2017-12-31,-0.19,-0.13
ABEO,2018-03-31,-0.18,-0.19
ABEO,2018-06-30,-0.25,-0.16
ABEO,2018-09-30,-0.34,-0.23
ABEO,2018-12-31,-0.36,-0.42
ABEO,2019-03-31,-0.39,-0.31
ABEO,2019-06-30,-0.49,-0.39
ABEO,2019-09-30,-0.35,-0.48
ABEO,2019-12-31,-0.30,-0.29
ABEO,2020-03-31,-0.16,-0.21
ABEO,2020-06-30,-0.14,-0.17
ABEO,2020-09-30,-0.08,-0.13
ABEO,2020-12-31,-0.17,-0.09
ABEO,2021-03-31,-0.17,-0.19
ABEO,2021-06-30,-4.00,-4.00
ABEO,2021-09-30,-4.00,-4.00
ABEO,2021-12-31,-3.50,-3.25
ABEO,2022-03-31,-2.50,-2.00
ABEO,2022-06-30,-2.08,-1.25
ABEO,2022-09-30,-1.48,-1.78
ABEV,2016-09-30,0.06,0.06
ABEV,2016-12-31,0.08,0.08
ABEV,2017-03-31,0.05,0.05
ABEV,2017-06-30,0.04,0.04
ABEV,2017-09-30,0.06,0.06
ABEV,2017-12-31,0.08,0.10
ABEV,2018-03-31,0.05,0.07
ABEV,2018-06-30,0.04,0.05
ABEV,2018-09-30,0.05,0.05
ABEV,2018-12-31,0.07,0.07
ABEV,2019-03-31,0.04,0.05
ABEV,2019-06-30,0.04,0.04
ABEV,2019-09-30,0.04,0.04
ABEV,2019-12-31,0.07,0.06
ABEV,2020-03-31,0.02,0.04
ABEV,2020-06-30,0.01,0.02
ABEV,2020-09-30,0.03,0.02
ABEV,2020-12-31,0.08,0.05
ABEV,2021-03-31,0.03,0.03
ABEV,2021-06-30,0.03,0.03
ABEV,2021-09-30,0.04,0.03
ABEV,2021-12-31,0.04,0.05
ABEV,2022-03-31,0.04,0.04
ABEV,2022-06-30,0.04,
ABEV,2022-09-30,0.04,0.03
ABEV,2022-12-31,0.06,0.04
ABEV,2023-03-31,0.04,0.04
ABEV,2023-06-30,0.03,0.03
ABEV,2023-09-30,0.05,0.04
ABEV,2023-12-31,0.06,0.05
ABEV,2024-03-31,0.05,0.05
ABEV,2024-06-30,0.03,0.03
ABEV,2024-09-30,0.04,0.04
ABEV,2024-12-31,0.05,0.06
ABG,2016-12-31,1.56,1.43
ABG,2017-03-31,1.58,1.49
ABG,2017-06-30,1.58,1.67
ABG,2017-09-30,1.48,1.57
ABG,2017-12-31,1.81,1.60
ABG,2018-03-31,1.93,1.83
ABG,2018-06-30,2.08,1.95
ABG,2018-09-30,2.21,1.85
ABG,2018-12-31,2.20,2.07
ABG,2019-03-31,2.20,1.92
ABG,2019-06-30,2.38,2.27
ABG,2019-09-30,2.33,2.35
ABG,2019-12-31,2.53,2.35
ABG,2020-03-31,1.80,1.61
ABG,2020-06-30,2.52,2.47
ABG,2020-09-30,4.08,4.02
ABG,2020-12-31,4.44,4.18
ABG,2021-03-31,4.68,3.58
ABG,2021-06-30,7.78,5.30
ABG,2021-09-30,7.36,6.48
ABG,2021-12-31,7.46,5.86
ABG,2022-03-31,9.27,8.92
ABG,2022-06-30,10.04,8.88
ABG,2022-09-30,9.23,9.19
ABG,2022-12-31,9.12,8.23
ABG,2023-03-31,8.37,7.94
ABG,2023-06-30,8.95,8.15
ABG,2023-09-30,8.12,8.44
ABG,2023-12-31,7.12,7.74
ABG,2024-03-31,7.21,7.78
